cluster_id,week_start_date,forecast_units,forecast_units_lower,forecast_units_upper,delivered_units,forecast_revenue_inr,cluster_name,state,primary_material,raw_material_ratio,wage_ratio,maintenance_ratio,drag_ratio,delivered_revenue,volatility,recent_active_weavers,pending_receivables_inr,receivable_weeks_outstanding,active_weavers_est,raw_material_cost_inr,wage_cost_inr,loom_maintenance_cost_inr,working_capital_drag_inr,projected_cash_in_inr,projected_net_cashflow_inr,projected_pending_receivables_inr,credit_need_probability,credit_status,backlog_collection_inr
C05,2026-06-29,103.12165613406786,71.00103223921317,136.43526383647054,97.81368570587944,124987.57580754255,Surat Mashru,Gujarat,silk-cotton,0.24093654768536457,0.3499999976712109,0.07981809735229567,0.0047636188246082895,3220557.8499999996,0.9174615384615384,45.53846153846154,347592.35,2.93,43,30114.075018632095,43745.651241570195,9976.270493633867,1680.4902321218788,119803.95988838341,34287.47290242538,352775.9659191591,0.04028006236460933,green,118632.2013651877
C05,2026-07-06,96.78479380987213,63.47118610746944,130.0984015122748,91.67996527674529,117243.32838510555,Surat Mashru,Gujarat,silk-cotton,0.24093654768536457,0.3499999976712109,0.07981809735229567,0.0047636188246082895,3220557.8499999996,0.9174615384615384,45.53846153846154,347592.35,2.93,43,28248.20278024884,41035.16466175196,9358.139398949525,1449.4308289540393,165748.34351650398,85657.40584659963,304270.95078776067,0.06800411439313055,green,120401.353556027
C05,2026-07-13,107.30236935546894,74.18992008379442,140.61597705787162,101.58254085309177,129760.8568127056,Surat Mashru,Gujarat,silk-cotton,0.24093654768536457,0.3499999976712109,0.07981809735229567,0.0047636188246082895,3220557.8499999996,0.9174615384615384,45.53846153846154,347592.35,2.93,43,31264.132865148207,45416.299582261294,10357.264701593835,1202.4382236101987,181610.64044104842,93370.50506843487,252421.16715941788,0.29261188446955483,green,103846.74088319475
C05,2026-07-20,132.68197598894747,99.3683682865448,165.99558369135013,125.50287845248113,160481.88479073916,Surat Mashru,Gujarat,silk-cotton,0.24093654768536457,0.3499999976712109,0.07981809735229567,0.0047636188246082895,3220557.8499999996,0.9174615384615384,45.53846153846154,347592.35,2.93,43,38665.95128752111,56168.65930303025,12809.358703507116,1098.194504678579,182365.18880177988,73623.02500304283,230537.86314837716,0.6225824253217032,yellow,86150.56899638835
C06,2026-06-29,25.67544515923266,7.072366933875266,58.98905286163533,24.013053430175344,216478.60047621257,Varanasi Banarasi,Uttar Pradesh,silk,0.22075010481704604,0.36999999996558897,0.03403461899676093,0.004513377730042252,5812079.459999999,2.657807692307692,35.03846153846154,382709.24,1.65,20,47787.67374577136,80097.0821687494,7367.766688159924,1643.0563586098262,235146.43803094357,98250.85906965306,364041.402445269,0.0437259873447017,green,231944.99393939396
C06,2026-07-06,29.047037980367563,8.393978174831389,62.360645682770226,27.323588849691415,244599.8742119499,Varanasi Banarasi,Uttar Pradesh,silk,0.22075010481704604,0.36999999996558897,0.03403461899676093,0.004513377730042252,5812079.459999999,2.657807692307692,35.03846153846154,382709.24,1.65,20,53995.44787052422,90501.95345000453,8324.863525459365,1403.9515278190274,297576.78974889976,143350.5733750926,311064.4869083192,0.11857434861846902,green,220631.15299713274
C06,2026-07-13,21.88385163714901,3.7376022681894376,55.19745933955168,20.458780857477027,184887.55794598747,Varanasi Banarasi,Uttar Pradesh,silk,0.22075010481704604,0.36999999996558897,0.03403461899676093,0.004513377730042252,5812079.459999999,2.657807692307692,35.03846153846154,382709.24,1.65,20,40813.94779594441,68408.3964336532,6292.577591933243,750.1044785946663,329756.23243608826,213491.20613596274,166195.81241821835,0.25931877710178897,green,188523.9314595874
C06,2026-07-20,30.482695183846232,8.157794183091951,63.796302886248895,28.19029207100321,258421.250028704,Varanasi Banarasi,Uttar Pradesh,silk,0.22075010481704604,0.36999999996558897,0.03403461899676093,0.004513377730042252,5812079.459999999,2.657807692307692,35.03846153846154,382709.24,1.65,20,57046.51803078847,95615.86250172794,8795.268785393637,721.2926485159877,264804.90143170964,102625.95946528362,159812.1610152127,0.44010867316976926,yellow,100724.73479892022
C07,2026-06-29,45.887498396730564,17.283616433229646,79.20110609913323,43.732348660135145,275375.96237154864,Mubarakpur Azamgarh,Uttar Pradesh,silk,0.2208725709191415,0.3699999984014835,0.04477842669636109,0.004989963035952734,8257656.36,1.799923076923077,65.5,980187.56,3.2,52,60822.99677833672,101889.10563727998,12330.90234499428,4717.490803866771,310167.5805825609,130407.08501808319,945395.9417889877,0.014971746956900145,green,306308.6125
C07,2026-07-06,40.79309755868839,13.987130862792707,74.10670526109105,38.819297973386014,245223.97798460472,Mubarakpur Azamgarh,Uttar Pradesh,silk,0.2208725709191415,0.3699999984014835,0.04477842669636109,0.004989963035952734,8257656.36,1.799923076923077,65.5,980187.56,3.2,52,54163.2504684786,90732.87146230917,10980.743922373687,3981.4772826347,392722.7702460075,232864.42711021134,797897.1495275849,0.02302503069294202,green,295436.23180905863
C07,2026-07-13,55.64558589406484,25.021398589181022,88.95919359646751,53.17192465618338,333474.8499170677,Mubarakpur Azamgarh,Uttar Pradesh,silk,0.2208725709191415,0.3699999984014835,0.04477842669636109,0.004989963035952734,8257656.36,1.799923076923077,65.5,980187.56,3.2,52,73655.4474380576,123385.69393625,14932.47912209143,3614.332468647969,407051.50997275324,191463.5570077062,724320.4894718993,0.3030575842053216,green,249342.85922737027
C07,2026-07-20,53.090973071433694,22.30788501173817,86.40458077383637,50.68274499950319,318665.95012464817,Mubarakpur Azamgarh,Uttar Pradesh,silk,0.2208725709191415,0.3699999984014835,0.04477842669636109,0.004989963035952734,8257656.36,1.799923076923077,65.5,980187.56,3.2,52,70384.56766842197,117906.40103672704,14269.359888282817,2975.1269652802903,446764.19429242995,241228.73873371785,596222.2453041176,0.48861451881694307,yellow,226350.15295996855
C08,2026-06-29,60.958045672189094,27.990815734710147,94.27165337459178,56.92808749416239,134358.1533140517,Shantipur-Fulia Tant,West Bengal,cotton,0.2610594295173971,0.34000000075538067,0.11395606935831094,0.004262851187598298,4236275.02,1.8849615384615386,85.57692307692308,534105.62,3.0,64,35075.46285517731,45681.77222826913,15310.927037910653,2084.6637772090467,179433.38368331437,81280.55778474822,489030.3896307373,0.005447604094901603,green,178035.20666666667
C08,2026-07-06,72.78801471778065,40.53198166578604,106.10162242018333,67.72721164413277,159916.83849440803,Shantipur-Fulia Tant,West Bengal,cotton,0.2610594295173971,0.34000000075538067,0.11395606935831094,0.004262851187598298,4236275.02,1.8849615384615386,85.57692307692308,534105.62,3.0,64,41747.79862757589,54371.725208896816,18223.49433903057,1868.8315166291914,210547.8014536043,94335.95176147184,438399.426671541,0.05685715737989734,green,163010.12987691243
C08,2026-07-13,66.55524311186312,33.24163540946045,99.8688508142658,61.78617290731841,145805.06519355066,Shantipur-Fulia Tant,West Bengal,cotton,0.2610594295173971,0.34000000075538067,0.11395606935831094,0.004262851187598298,4236275.02,1.8849615384615386,85.57692307692308,534105.62,3.0,64,38063.78714017523,49573.722275945554,16615.37212198931,1473.2477578978971,238602.99346328404,132876.86416727604,345601.4984018077,0.1366327899722998,green,146133.142223847
C08,2026-07-20,80.49926819792607,47.212889331915406,113.81287590032875,75.01392261701011,176550.66726617806,Shantipur-Fulia Tant,West Bengal,cotton,0.2610594295173971,0.34000000075538067,0.11395606935831094,0.004262851187598298,4236275.02,1.8849615384615386,85.57692307692308,534105.62,3.0,64,46090.216477424234,60027.2270038635,20119.020084240663,1249.3967751722566,229062.70038074677,101576.84004004613,293089.46528723894,0.5195035904318485,yellow,115200.49946726923
C09,2026-06-29,35.87870704054934,11.606443922811811,69.19231474295201,34.65883317812492,252071.50217182795,Murshidabad Silk,West Bengal,silk,0.22093557940052466,0.36999999880029505,0.03992450596971396,0.004897770354044647,7585198.43,1.9819999999999998,53.65384615384615,765375.1,2.72,39,55691.56338269342,93266.4555011649,10063.83019325391,3595.616593111565,283313.2449101394,120695.7792399156,734133.3572616884,0.019712708359562736,green,281387.9044117647
C09,2026-07-06,37.52353858540933,9.673304043565796,70.837146287812,36.351396870133904,264166.17786738754,Murshidabad Silk,West Bengal,silk,0.22093557940052466,0.36999999880029505,0.03992450596971396,0.004897770354044647,7585198.43,1.9819999999999998,53.65384615384615,765375.1,2.72,39,58363.70756515332,97741.48549401191,10546.704145263035,3133.2972681411666,358560.0125208658,188774.8180482964,639739.5226082101,0.06783184720550829,green,269901.9695815031
C09,2026-07-13,42.33404099302997,13.855376581208198,75.64764869543264,40.9731274034225,298139.4341803094,Murshidabad Silk,West Bengal,silk,0.22093557940052466,0.36999999880029505,0.03992450596971396,0.004897770354044647,7585198.43,1.9819999999999998,53.65384615384615,765375.1,2.72,39,65869.60863277124,110311.59028903513,11903.069619738906,2641.156895690216,398621.9674302676,207896.54199303212,539256.9893582519,0.27219760554080347,green,235198.35390007723
C09,2026-07-20,50.663683655740066,23.00636539876075,83.97729135814274,48.73042040720921,357207.9475135065,Murshidabad Silk,West Bengal,silk,0.22093557940052466,0.36999999880029505,0.03992450596971396,0.004897770354044647,7585198.43,1.9819999999999998,53.65384615384615,765375.1,2.72,39,78919.94485036876,132166.94015145328,14261.350832932261,2393.1685327349555,407840.8569863788,180099.4526188895,488624.07988537964,0.5526746476394797,yellow,198256.2460875926
C10,2026-06-29,19.95332305800917,0.8683198112727837,53.266930760411846,19.069129910996192,239213.42073121615,Bishnupur Baluchari,West Bengal,silk,0.22088140446032956,0.36999999723976973,0.020514553377184202,0.004263295664152332,6919712.43,1.6499230769230768,25.153846153846153,678414.96,2.61,21,52837.796336870735,88508.96501026585,4907.356488129356,2787.8395281146,263711.8457941761,114669.88843079557,653916.5349370401,0.02427677598530496,green,259929.10344827586
C10,2026-07-06,18.714157369970223,0.0,52.027765072372894,17.839392324849385,224851.96748014362,Bishnupur Baluchari,West Bengal,silk,0.22088140446032956,0.36999999723976973,0.020514553377184202,0.004263295664152332,6919712.43,1.6499230769230768,25.153846153846153,678414.96,2.61,21,49665.61837268247,83195.22734700993,4612.737688836292,2299.145168459071,339480.2734089786,199707.54483199082,539288.2290082051,0.05547521481713154,green,250542.7336923525
C10,2026-07-13,17.829194568422853,0.090496187259486,51.14280227082552,17.002058020877424,213598.52926916027,Bishnupur Baluchari,West Bengal,silk,0.22088140446032956,0.36999999723976973,0.020514553377184202,0.004263295664152332,6919712.43,1.6499230769230768,25.153846153846153,678414.96,2.61,21,47179.94313563293,79031.45524000817,4381.87842998023,1736.56498125047,345557.51863483404,213227.6768479622,407329.2396425313,0.1779954315928167,green,206623.84253187937
C10,2026-07-20,25.158200647665005,3.486691988271849,58.471808350067676,24.03064881382672,300967.5393030185,Bishnupur Baluchari,West Bengal,silk,0.22088140446032956,0.36999999723976973,0.020514553377184202,0.004263295664152332,6919712.43,1.6499230769230768,25.153846153846153,678414.96,2.61,21,66478.13277822016,111357.98871137713,6174.214649831557,1629.9712075591958,325970.20908910956,140329.9017421215,382326.5698564403,0.5528739284355452,yellow,156064.84277491624
C11,2026-06-29,12.103244854090796,0.0,45.41685255649347,11.166304223630355,114687.04119917768,Nadia Jamdani,West Bengal,cotton,0.2610561730394838,0.3400000028078105,0.024330045670394623,0.004705650937374741,4345022.67,2.1790000000000003,18.73076923076923,613192.45,4.44,28,29939.760072678935,38993.59432973989,2790.3409501784226,2769.9007901701816,139246.62679136943,64753.030648602,588632.8644078083,0.002871278347479552,green,138106.40765765763
C11,2026-07-06,14.0099117276217,0.0,47.32351943002437,12.850408390098131,132389.78421567334,Nadia Jamdani,West Bengal,cotton,0.2610561730394838,0.3400000028078105,0.024330045670394623,0.004705650937374741,4345022.67,2.1790000000000003,18.73076923076923,613192.45,4.44,28,34561.17041686674,45012.52700505436,3221.0494962610214,2574.597015666298,173893.8772950556,88524.53336120717,547128.771328426,0.03945819572282801,green,132574.96946121808
C11,2026-07-13,15.832366181109062,0.0377406039703558,49.14597388351173,14.489983587536377,150294.56127929932,Nadia Jamdani,West Bengal,cotton,0.2610561730394838,0.3400000028078105,0.024330045670394623,0.004705650937374741,4345022.67,2.1790000000000003,18.73076923076923,613192.45,4.44,28,39235.322996222065,51100.15125696042,3656.673539937276,2342.6095309912075,199594.32612852013,103259.56880440918,497829.00647920516,0.2679665879833187,green,123227.20074964548
C11,2026-07-20,20.07536577343507,0.0,53.38897347583774,18.713220773918,189433.99878209858,Nadia Jamdani,West Bengal,cotton,0.2610561730394838,0.3400000028078105,0.024330045670394623,0.004705650937374741,4345022.67,2.1790000000000003,18.73076923076923,613192.45,4.44,28,49452.914765620895,64407.560117808294,4608.937841893938,2217.6341462052546,215992.5740885101,95305.52721698173,471270.4311727936,0.7708572796540786,red,112123.65010792908
C12,2026-06-29,56.499423309606335,25.381042823799167,89.813031012009,53.171296264886124,277283.31882718403,Sambalpur Ikat,Odisha,cotton/silk,0.2410188226290701,0.35000000151533045,0.053162397428113226,0.004760168250901244,8249025.65,1.5985769230769231,77.6923076923077,718212.2,3.3,62,66830.49903840896,97049.16200969026,14741.045995676988,3688.755498863259,220574.2756201049,38264.81307746543,774921.2432070791,0.09991406484503747,green,217640.0606060606
C12,2026-07-06,56.65193283753242,27.380859739511777,89.96554053993509,53.231043353338144,277219.8969560033,Sambalpur Ikat,Odisha,cotton/silk,0.2410188226290701,0.35000000151533045,0.053162397428113226,0.004760168250901244,8249025.65,1.5985769230769231,77.6923076923077,718212.2,3.3,62,66815.21317368804,97026.9643546809,14737.674336955643,3433.136402241309,330919.4897326984,148906.50146513252,721221.650430384,0.14841332967902568,green,234824.61915366034
C12,2026-07-13,64.07879463762312,31.101253708213097,97.3924023400258,60.40517308797588,315089.4103133022,Sambalpur Ikat,Odisha,cotton/silk,0.2410188226290701,0.35000000151533045,0.053162397428113226,0.004760168250901244,8249025.65,1.5985769230769231,77.6923076923077,718212.2,3.3,62,75942.47869660007,110281.29408712035,16750.908456465608,3096.823448508514,385740.89488406724,179669.39019537272,650570.1658596189,0.421170721084155,yellow,218552.01528193455
C12,2026-07-20,78.7385034204089,45.42489571800625,112.0521111228116,74.00027053769058,386937.98439116904,Sambalpur Ikat,Odisha,cotton/silk,0.2410188226290701,0.35000000151533045,0.053162397428113226,0.004760168250901244,8249025.65,1.5985769230769231,77.6923076923077,718212.2,3.3,62,93259.33742842506,135428.29512324807,20570.5509062364,2937.800647934723,420344.9549417758,168148.9708359316,617163.1953090122,0.7212748002790541,red,197142.47450291485
C13,2026-06-29,26.75403630359,5.663474205844409,60.06764400599267,24.72854872305246,213689.95071447836,Berhampur Patta,Odisha,silk,0.2209680334781485,0.36999999366379693,0.03388897604213413,0.00462181049727241,5381771.930000001,1.645576923076923,32.30769230769231,777706.22,4.34,21,47218.64818342076,79065.28041037406,7241.73362020778,3744.9423741756923,181120.1162579417,43849.5116697634,810276.0544565367,0.07841971874950056,green,179194.98156682026
C13,2026-07-06,26.644175766652136,5.957062279053503,59.95778346905481,24.245615713436774,212154.10584647884,Berhampur Patta,Odisha,silk,0.2209680334781485,0.36999999366379693,0.03388897604213413,0.00462181049727241,5381771.930000001,1.645576923076923,32.30769230769231,777706.22,4.34,21,46879.2755632114,78497.01781894568,7189.68541027171,3510.8547282712602,262802.57921910635,126725.74569840629,759627.5810839091,0.12391353575974227,green,186699.55171809602
C13,2026-07-13,27.67210665786729,7.135462100364414,60.98571436026996,25.244891080562166,220869.33922161307,Berhampur Patta,Odisha,silk,0.2209680334781485,0.36999999366379693,0.03388897604213413,0.00462181049727241,5381771.930000001,1.645576923076923,32.30769230769231,777706.22,4.34,21,48805.063543417935,81721.65411252386,7485.035745323242,3102.735723905901,309172.1817129296,168057.6925877587,671324.7385925925,0.3714077805633782,green,175029.3965631127
C13,2026-07-20,29.086963400977695,5.03051314790104,62.40057110338036,26.505788717866167,231774.04591899258,Berhampur Patta,Odisha,silk,0.2209680334781485,0.36999999366379693,0.03388897604213413,0.00462181049727241,5381771.930000001,1.645576923076923,32.30769230769231,777706.22,4.34,21,51214.65513799388,85756.39552145984,7854.585089337235,2693.7771859365853,320258.53445669124,172739.12152196374,582840.2500548939,0.7058285850283208,red,154683.11949138078
C14,2026-06-29,39.74927497752401,15.61964351011947,73.06288267992667,37.20462692826957,167373.16031972118,Nuapatna Sonepuri,Odisha,cotton,0.26099592388816895,0.33999999837058414,0.0660579161207202,0.004623020613239741,4296018.05,3.0563076923076924,50.30769230769231,461735.9,3.44,47,43683.712611728246,56906.874235984724,11056.322185259998,2279.4001605736617,136054.7671924636,22128.457998916965,493054.2931272576,0.09597320635663138,green,134225.5523255814
C14,2026-07-06,35.66920382085215,10.587958581007264,68.98281152325481,33.24993933167391,149576.46732428775,Nuapatna Sonepuri,Odisha,cotton,0.26099592388816895,0.33999999837058414,0.0660579161207202,0.004623020613239741,4296018.05,3.0563076923076924,50.30769230769231,461735.9,3.44,47,39038.848281230996,50855.99864653557,9880.709732141446,2024.9458060635748,204617.18113407743,102816.67866810583,438013.5793174679,0.09321623102958906,green,143329.7363742028
C14,2026-07-13,41.98623109666574,18.73455425685729,75.29983879906841,38.921122138805735,175701.22930314316,Nuapatna Sonepuri,Odisha,cotton,0.26099592388816895,0.33999999837058414,0.0660579161207202,0.004623020613239741,4296018.05,3.0563076923076924,50.30769230769231,461735.9,3.44,47,45857.30467026087,59738.41767677831,11606.457067614458,1794.5114849232398,225546.1987329572,106549.50783338032,388168.6098876539,0.41362675765304585,yellow,127329.52887135696
C14,2026-07-20,43.34330865880498,16.49080006080222,76.65691636120764,40.46534864506747,181745.42877807218,Nuapatna Sonepuri,Odisha,cotton,0.26099592388816895,0.33999999837058414,0.0660579161207202,0.004623020613239741,4296018.05,3.0563076923076924,50.30769230769231,461735.9,3.44,47,47434.816096384355,61793.445488405654,12005.72428954622,1530.6105383923011,238829.52348774316,116064.92707501462,331084.5151779829,0.6642088638407913,yellow,112839.71217664357
C15,2026-06-29,52.88114557259207,25.751572575889817,86.19475327499472,49.418759688923544,257888.02336204547,Pochampally Ikat,Telangana,cotton/silk,0.24114766632473028,0.3499999989749317,0.05509457161299921,0.004971468381398536,6828813.42,2.828576923076923,66.65384615384616,868494.92,3.41,68,62189.09500685479,90260.80791236309,14208.230171255027,4323.438726985419,256732.69210787147,85751.12029041314,869650.2512541742,0.029459716774527852,green,254690.59237536657
C15,2026-07-06,43.32624121178963,16.042191710708163,76.6398489141923,40.635737164517316,211178.62381905672,Pochampally Ikat,Telangana,cotton/silk,0.24114766632473028,0.3499999989749317,0.05509457161299921,0.004971468381398536,6828813.42,2.828576923076923,66.65384615384616,868494.92,3.41,68,50925.23231163363,73912.51812019735,11634.795813133642,3680.880946170597,340427.71714911686,200274.28995798161,740401.157924114,0.01962767602561935,green,255029.39919477247
C15,2026-07-13,60.59094923843518,31.169109511489708,93.90455694083785,56.41893302385238,295291.58502960886,Pochampally Ikat,Telangana,cotton/silk,0.24114766632473028,0.3499999989749317,0.05509457161299921,0.004971468381398536,6828813.42,2.828576923076923,66.65384615384616,868494.92,3.41,68,71208.87661522084,103352.05445766906,16268.96337812983,3395.7553431389556,352643.97695036995,158418.32715621125,683048.7660033528,0.33285108569659083,green,217126.43927393373
C15,2026-07-20,56.81366023707787,26.95951349761811,90.12726793948055,52.72649614534174,276538.97347133,Pochampally Ikat,Telangana,cotton/silk,0.24114766632473028,0.3499999989749317,0.05509457161299921,0.004971468381398536,6828813.42,2.828576923076923,66.65384615384616,868494.92,3.41,68,66686.72810044773,96788.64043149418,15235.79627770148,2849.4142693887607,386434.2864525829,204873.70737355077,573153.4530220999,0.4819597639652726,yellow,200307.55601271344
C16,2026-06-29,39.529137094271626,15.234054342138537,72.8427447966743,37.009013482294975,260092.7078856405,Gadwal,Telangana,silk-cotton,0.24095455705933866,0.34999999752523536,0.04089159380724339,0.0046258911310699345,6869340.220000001,2.308076923076923,49.76923076923077,992340.24,3.83,54,62670.52322294847,91032.44711630594,10635.60536308562,4586.931025631733,260855.13170586145,91929.6249778897,991577.816179779,0.02384855087432788,green,259096.6684073107
C16,2026-07-06,36.047584079409596,13.488225530033668,69.36119178181227,33.74539871279902,237723.93164951573,Gadwal,Telangana,silk-cotton,0.24095455705933866,0.34999999752523536,0.04089159380724339,0.0046258911310699345,6869340.220000001,2.308076923076923,49.76923076923077,992340.24,3.83,54,57280.66465301356,83203.37548901973,9720.910451272888,4107.363910260816,341394.1438924911,187081.82938892412,887907.6039368036,0.02790061867584347,green,258897.60213571254
