week_start_date,year,month,week_of_year,festival_name,festival_proximity,is_festival_week,is_wedding_season,google_trends_source,google_trends_index,cotton_price_inr_per_kg,cotton_price_source,cpi_inflation_index,cpi_source,cotton_price_trailing_12wk_avg,cotton_price_rel_12wk_avg
2021-10-04,2021,10,40,Navratri_start,0.9142857142857144,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),65.0,60.3,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv),65.125,-0.07408829174664111
2021-10-11,2021,10,41,Navratri_start,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),64.2,64.4,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv),64.91666666666667,-0.007958921694480092
2021-10-18,2021,10,42,Diwali,0.5142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),40.9,70.5,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv),65.01666666666667,0.0843373493975903
2021-10-25,2021,10,43,Diwali,0.7142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),52.1,75.4,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv),65.22500000000001,0.15599846684553453
2021-11-01,2021,11,44,Diwali,0.9142857142857144,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),53.3,80.7,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv),66.05833333333332,0.22164753374542734
2021-11-08,2021,11,45,Diwali,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),63.5,78.4,REAL_FILE (cotton_prices_weekly.csv),87.76,REAL_FILE (cpi_weekly.csv),66.525,0.17850432168357755
2021-11-15,2021,11,46,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),24.9,76.9,REAL_FILE (cotton_prices_weekly.csv),87.72,REAL_FILE (cpi_weekly.csv),67.3,0.14264487369985157
2021-11-22,2021,11,47,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),24.8,78.9,REAL_FILE (cotton_prices_weekly.csv),87.68,REAL_FILE (cpi_weekly.csv),67.925,0.16157526683842494
2021-11-29,2021,11,48,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),23.6,79.1,REAL_FILE (cotton_prices_weekly.csv),87.65,REAL_FILE (cpi_weekly.csv),69.325,0.14100252434186777
2021-12-06,2021,12,49,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),32.2,79.0,REAL_FILE (cotton_prices_weekly.csv),87.61,REAL_FILE (cpi_weekly.csv),71.09166666666667,0.11124135505802357
2021-12-13,2021,12,50,Pongal,0.0857142857142857,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),30.9,79.8,REAL_FILE (cotton_prices_weekly.csv),87.57,REAL_FILE (cpi_weekly.csv),73.27499999999999,0.08904810644831129
2021-12-20,2021,12,51,Pongal,0.2857142857142857,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),38.3,80.9,REAL_FILE (cotton_prices_weekly.csv),87.53,REAL_FILE (cpi_weekly.csv),75.35833333333333,0.07353754285082381
2021-12-27,2021,12,52,Pongal,0.4857142857142856,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),47.3,84.3,REAL_FILE (cotton_prices_weekly.csv),87.49,REAL_FILE (cpi_weekly.csv),77.35833333333333,0.08973392222341903
2022-01-03,2022,1,1,Pongal,0.6857142857142857,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.8,89.0,REAL_FILE (cotton_prices_weekly.csv),87.45,REAL_FILE (cpi_weekly.csv),79.40833333333335,0.12078916990240307
2022-01-10,2022,1,2,Pongal,0.8857142857142857,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),68.2,88.3,REAL_FILE (cotton_prices_weekly.csv),87.42,REAL_FILE (cpi_weekly.csv),80.89166666666667,0.0915833934274235
2022-01-17,2022,1,3,Pongal,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),74.6,89.0,REAL_FILE (cotton_prices_weekly.csv),87.38,REAL_FILE (cpi_weekly.csv),82.02499999999999,0.08503505028954605
2022-01-24,2022,1,4,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),41.9,88.8,REAL_FILE (cotton_prices_weekly.csv),87.34,REAL_FILE (cpi_weekly.csv),82.7,0.07376058041112454
2022-01-31,2022,1,5,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),51.2,90.4,REAL_FILE (cotton_prices_weekly.csv),87.3,REAL_FILE (cpi_weekly.csv),83.7,0.0800477897252092
2022-02-07,2022,2,6,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),43.4,90.4,REAL_FILE (cotton_prices_weekly.csv),87.35,REAL_FILE (cpi_weekly.csv),84.825,0.06572354848216921
2022-02-14,2022,2,7,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),45.4,91.9,REAL_FILE (cotton_prices_weekly.csv),87.4,REAL_FILE (cpi_weekly.csv),85.90833333333335,0.0697448831118439
2022-02-21,2022,2,8,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),46.5,90.5,REAL_FILE (cotton_prices_weekly.csv),87.45,REAL_FILE (cpi_weekly.csv),86.85833333333333,0.041926508682720964
2022-02-28,2022,2,9,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),54.6,88.9,REAL_FILE (cotton_prices_weekly.csv),87.5,REAL_FILE (cpi_weekly.csv),87.68333333333334,0.013875689032503358
2022-03-07,2022,3,10,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),58.8,89.7,REAL_FILE (cotton_prices_weekly.csv),87.7,REAL_FILE (cpi_weekly.csv),88.50833333333334,0.01346389228886169
2022-03-14,2022,3,11,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),55.9,89.8,REAL_FILE (cotton_prices_weekly.csv),87.89,REAL_FILE (cpi_weekly.csv),89.25,0.006162464985994376
2022-03-21,2022,3,12,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),54.9,93.9,REAL_FILE (cotton_prices_weekly.csv),88.09,REAL_FILE (cpi_weekly.csv),90.05,0.04275402554136609
2022-03-28,2022,3,13,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),56.7,97.6,REAL_FILE (cotton_prices_weekly.csv),88.28,REAL_FILE (cpi_weekly.csv),90.76666666666667,0.07528461255967667
2022-04-04,2022,4,14,Eid_ul_Fitr,0.1999999999999999,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),71.1,101.5,REAL_FILE (cotton_prices_weekly.csv),88.48,REAL_FILE (cpi_weekly.csv),91.86666666666667,0.1048621190130623
2022-04-11,2022,4,15,Eid_ul_Fitr,0.4,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),79.7,100.8,REAL_FILE (cotton_prices_weekly.csv),88.67,REAL_FILE (cpi_weekly.csv),92.85000000000001,0.0856219709208399
2022-04-18,2022,4,16,Eid_ul_Fitr,0.6,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),86.9,101.7,REAL_FILE (cotton_prices_weekly.csv),88.87,REAL_FILE (cpi_weekly.csv),93.92500000000001,0.08277881288261901
2022-04-25,2022,4,17,Eid_ul_Fitr,0.8,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),89.8,100.6,REAL_FILE (cotton_prices_weekly.csv),89.06,REAL_FILE (cpi_weekly.csv),94.77499999999999,0.06146135584278567
2022-05-02,2022,5,18,Eid_ul_Fitr,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),100.0,104.4,REAL_FILE (cotton_prices_weekly.csv),89.26,REAL_FILE (cpi_weekly.csv),95.94166666666666,0.08816120906801017
2022-05-09,2022,5,19,Eid_ul_Fitr,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),100.0,103.4,REAL_FILE (cotton_prices_weekly.csv),89.45,REAL_FILE (cpi_weekly.csv),96.89999999999999,0.06707946336429327
2022-05-16,2022,5,20,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),65.7,106.0,REAL_FILE (cotton_prices_weekly.csv),89.65,REAL_FILE (cpi_weekly.csv),98.19166666666666,0.07952134430959856
2022-05-23,2022,5,21,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),67.9,103.8,REAL_FILE (cotton_prices_weekly.csv),89.85,REAL_FILE (cpi_weekly.csv),99.43333333333334,0.04391552128729459
2022-05-30,2022,5,22,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),64.6,100.5,REAL_FILE (cotton_prices_weekly.csv),90.04,REAL_FILE (cpi_weekly.csv),100.33333333333333,0.0016611295681063787
2022-06-06,2022,6,23,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),65.4,98.7,REAL_FILE (cotton_prices_weekly.csv),90.24,REAL_FILE (cpi_weekly.csv),101.07499999999999,-0.023497402918624677
2022-06-13,2022,6,24,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),61.7,101.1,REAL_FILE (cotton_prices_weekly.csv),90.43,REAL_FILE (cpi_weekly.csv),101.67500000000001,-0.0056552741578560495
2022-06-20,2022,6,25,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),61.1,99.8,REAL_FILE (cotton_prices_weekly.csv),90.63,REAL_FILE (cpi_weekly.csv),101.85833333333333,-0.020207804957866338
2022-06-27,2022,6,26,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),60.8,93.9,REAL_FILE (cotton_prices_weekly.csv),90.82,REAL_FILE (cpi_weekly.csv),101.22500000000001,-0.0723635465547049
2022-07-04,2022,7,27,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),50.5,88.2,REAL_FILE (cotton_prices_weekly.csv),91.02,REAL_FILE (cpi_weekly.csv),100.175,-0.119540803593711
2022-07-11,2022,7,28,Raksha_Bandhan,0.1142857142857142,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),57.0,84.8,REAL_FILE (cotton_prices_weekly.csv),91.21,REAL_FILE (cpi_weekly.csv),98.76666666666667,-0.14141073236584545
2022-07-18,2022,7,29,Raksha_Bandhan,0.3142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),61.2,86.8,REAL_FILE (cotton_prices_weekly.csv),91.41,REAL_FILE (cpi_weekly.csv),97.61666666666667,-0.11080758067269947
2022-07-25,2022,7,30,Raksha_Bandhan,0.5142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),65.2,83.5,REAL_FILE (cotton_prices_weekly.csv),91.6,REAL_FILE (cpi_weekly.csv),95.875,-0.1290743155149935
2022-08-01,2022,8,31,Raksha_Bandhan,0.7142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),71.3,85.3,REAL_FILE (cotton_prices_weekly.csv),91.8,REAL_FILE (cpi_weekly.csv),94.36666666666667,-0.09607912398445784
2022-08-08,2022,8,32,Raksha_Bandhan,0.9142857142857144,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),83.0,83.5,REAL_FILE (cotton_prices_weekly.csv),91.9,REAL_FILE (cpi_weekly.csv),92.49166666666667,-0.0972159654022886
2022-08-15,2022,8,33,Raksha_Bandhan,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),74.1,87.7,REAL_FILE (cotton_prices_weekly.csv),92.0,REAL_FILE (cpi_weekly.csv),91.14999999999999,-0.03784969829950624
2022-08-22,2022,8,34,Onam,0.5142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),62.1,88.0,REAL_FILE (cotton_prices_weekly.csv),92.1,REAL_FILE (cpi_weekly.csv),90.10833333333333,-0.023397761953204532
2022-08-29,2022,8,35,Onam,0.7142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),56.2,88.3,REAL_FILE (cotton_prices_weekly.csv),92.2,REAL_FILE (cpi_weekly.csv),89.24166666666667,-0.010551872256980177
2022-09-05,2022,9,36,Onam,0.9142857142857144,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),66.4,88.4,REAL_FILE (cotton_prices_weekly.csv),92.3,REAL_FILE (cpi_weekly.csv),88.18333333333334,0.002457002457002533
2022-09-12,2022,9,37,Onam,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),69.3,85.0,REAL_FILE (cotton_prices_weekly.csv),92.4,REAL_FILE (cpi_weekly.csv),86.95,-0.022426682001150167
2022-09-19,2022,9,38,Navratri_start,0.8,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),62.1,79.4,REAL_FILE (cotton_prices_weekly.csv),92.5,REAL_FILE (cpi_weekly.csv),85.74166666666667,-0.07396248420643403
2022-09-26,2022,9,39,Navratri_start,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),67.9,79.4,REAL_FILE (cotton_prices_weekly.csv),92.6,REAL_FILE (cpi_weekly.csv),85.00833333333334,-0.06597392412508574
2022-10-03,2022,10,40,Navratri_start,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),66.7,79.8,REAL_FILE (cotton_prices_weekly.csv),92.7,REAL_FILE (cpi_weekly.csv),84.59166666666667,-0.05664466555019221
2022-10-10,2022,10,41,Diwali,0.6,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),46.9,81.5,REAL_FILE (cotton_prices_weekly.csv),92.8,REAL_FILE (cpi_weekly.csv),84.14999999999999,-0.03149138443256083
2022-10-17,2022,10,42,Diwali,0.8,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),52.5,79.3,REAL_FILE (cotton_prices_weekly.csv),92.9,REAL_FILE (cpi_weekly.csv),83.8,-0.05369928400954649
2022-10-24,2022,10,43,Diwali,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),64.0,74.7,REAL_FILE (cotton_prices_weekly.csv),93.0,REAL_FILE (cpi_weekly.csv),82.91666666666667,-0.0990954773869347
2022-10-31,2022,10,44,Diwali,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.4,79.4,REAL_FILE (cotton_prices_weekly.csv),93.1,REAL_FILE (cpi_weekly.csv),82.575,-0.038449894035725074
2022-11-07,2022,11,45,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),19.9,83.7,REAL_FILE (cotton_prices_weekly.csv),93.15,REAL_FILE (cpi_weekly.csv),82.24166666666666,0.01773229303880841
2022-11-14,2022,11,46,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),20.6,87.0,REAL_FILE (cotton_prices_weekly.csv),93.19,REAL_FILE (cpi_weekly.csv),82.15833333333333,0.05893092605740957
2022-11-21,2022,11,47,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),21.9,84.4,REAL_FILE (cotton_prices_weekly.csv),93.24,REAL_FILE (cpi_weekly.csv),81.83333333333333,0.03136456211812644
2022-11-28,2022,11,48,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),28.3,84.4,REAL_FILE (cotton_prices_weekly.csv),93.28,REAL_FILE (cpi_weekly.csv),81.5,0.03558282208588959
2022-12-05,2022,12,49,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),27.9,82.4,REAL_FILE (cotton_prices_weekly.csv),93.33,REAL_FILE (cpi_weekly.csv),81.28333333333335,0.013737953660036828
2022-12-12,2022,12,50,Pongal,0.0571428571428571,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),33.3,81.4,REAL_FILE (cotton_prices_weekly.csv),93.38,REAL_FILE (cpi_weekly.csv),81.45,-0.0006138735420503361
2022-12-19,2022,12,51,Pongal,0.2571428571428571,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),37.3,79.6,REAL_FILE (cotton_prices_weekly.csv),93.42,REAL_FILE (cpi_weekly.csv),81.46666666666667,-0.022913256955810257
2022-12-26,2022,12,52,Pongal,0.4571428571428571,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),48.4,75.6,REAL_FILE (cotton_prices_weekly.csv),93.47,REAL_FILE (cpi_weekly.csv),81.11666666666667,-0.06800904047667988
2023-01-02,2023,1,1,Pongal,0.6571428571428571,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.1,78.9,REAL_FILE (cotton_prices_weekly.csv),93.52,REAL_FILE (cpi_weekly.csv),80.9,-0.024721878862793534
2023-01-09,2023,1,2,Pongal,0.8571428571428572,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),64.5,79.0,REAL_FILE (cotton_prices_weekly.csv),93.56,REAL_FILE (cpi_weekly.csv),80.875,-0.023183925811437356
2023-01-16,2023,1,3,Pongal,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),74.7,79.1,REAL_FILE (cotton_prices_weekly.csv),93.61,REAL_FILE (cpi_weekly.csv),81.24166666666667,-0.02636167812083312
2023-01-23,2023,1,4,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),37.6,77.8,REAL_FILE (cotton_prices_weekly.csv),93.65,REAL_FILE (cpi_weekly.csv),81.10833333333333,-0.040789068118771254
2023-01-30,2023,1,5,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),41.1,77.3,REAL_FILE (cotton_prices_weekly.csv),93.7,REAL_FILE (cpi_weekly.csv),80.575,-0.04064536146447417
2023-02-06,2023,2,6,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),43.5,76.2,REAL_FILE (cotton_prices_weekly.csv),93.75,REAL_FILE (cpi_weekly.csv),79.675,-0.0436146846564166
2023-02-13,2023,2,7,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),42.6,77.3,REAL_FILE (cotton_prices_weekly.csv),93.79,REAL_FILE (cpi_weekly.csv),79.08333333333333,-0.022550052687038913
2023-02-20,2023,2,8,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),51.7,76.6,REAL_FILE (cotton_prices_weekly.csv),93.84,REAL_FILE (cpi_weekly.csv),78.43333333333332,-0.02337441563960896
2023-02-27,2023,2,9,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),50.2,75.7,REAL_FILE (cotton_prices_weekly.csv),93.88,REAL_FILE (cpi_weekly.csv),77.875,-0.02792937399678974
2023-03-06,2023,3,10,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),54.3,74.0,REAL_FILE (cotton_prices_weekly.csv),93.93,REAL_FILE (cpi_weekly.csv),77.25833333333334,-0.04217452270520983
2023-03-13,2023,3,11,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),58.3,73.4,REAL_FILE (cotton_prices_weekly.csv),93.98,REAL_FILE (cpi_weekly.csv),76.74166666666666,-0.04354435877945473
2023-03-20,2023,3,12,Eid_ul_Fitr,0.0857142857142857,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),63.0,73.5,REAL_FILE (cotton_prices_weekly.csv),94.02,REAL_FILE (cpi_weekly.csv),76.56666666666666,-0.04005224205485414
2023-03-27,2023,3,13,Eid_ul_Fitr,0.2857142857142857,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),72.6,73.2,REAL_FILE (cotton_prices_weekly.csv),94.07,REAL_FILE (cpi_weekly.csv),76.09166666666665,-0.0380024093746576
2023-04-03,2023,4,14,Eid_ul_Fitr,0.4857142857142856,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),78.1,75.8,REAL_FILE (cotton_prices_weekly.csv),94.12,REAL_FILE (cpi_weekly.csv),75.825,-0.00032970656116060315
2023-04-10,2023,4,15,Eid_ul_Fitr,0.6857142857142857,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),85.0,76.3,REAL_FILE (cotton_prices_weekly.csv),94.16,REAL_FILE (cpi_weekly.csv),75.59166666666665,0.009370521441957935
2023-04-17,2023,4,16,Eid_ul_Fitr,0.8857142857142857,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),94.4,75.6,REAL_FILE (cotton_prices_weekly.csv),94.21,REAL_FILE (cpi_weekly.csv),75.40833333333333,0.002541717316830505
2023-04-24,2023,4,17,Eid_ul_Fitr,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),92.7,74.5,REAL_FILE (cotton_prices_weekly.csv),94.25,REAL_FILE (cpi_weekly.csv),75.175,-0.008979048885932817
2023-05-01,2023,5,18,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.1,74.5,REAL_FILE (cotton_prices_weekly.csv),94.3,REAL_FILE (cpi_weekly.csv),75.03333333333333,-0.00710795202132386
2023-05-08,2023,5,19,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.7,73.1,REAL_FILE (cotton_prices_weekly.csv),94.59,REAL_FILE (cpi_weekly.csv),74.68333333333334,-0.02120062486052232
2023-05-15,2023,5,20,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),60.9,71.6,REAL_FILE (cotton_prices_weekly.csv),94.88,REAL_FILE (cpi_weekly.csv),74.26666666666667,-0.03590664272890487
2023-05-22,2023,5,21,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),66.0,68.1,REAL_FILE (cotton_prices_weekly.csv),95.18,REAL_FILE (cpi_weekly.csv),73.63333333333333,-0.0751471253961068
2023-05-29,2023,5,22,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),60.1,69.2,REAL_FILE (cotton_prices_weekly.csv),95.47,REAL_FILE (cpi_weekly.csv),73.23333333333333,-0.05507510241238045
2023-06-05,2023,6,23,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),61.2,70.2,REAL_FILE (cotton_prices_weekly.csv),95.76,REAL_FILE (cpi_weekly.csv),72.96666666666665,-0.03791685701233416
2023-06-12,2023,6,24,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),66.7,68.6,REAL_FILE (cotton_prices_weekly.csv),96.05,REAL_FILE (cpi_weekly.csv),72.55833333333332,-0.05455380728149761
2023-06-19,2023,6,25,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),58.5,68.3,REAL_FILE (cotton_prices_weekly.csv),96.35,REAL_FILE (cpi_weekly.csv),72.15,-0.05336105336105346
2023-06-26,2023,6,26,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),61.2,67.1,REAL_FILE (cotton_prices_weekly.csv),96.64,REAL_FILE (cpi_weekly.csv),71.425,-0.060553027651382596
2023-07-03,2023,7,27,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),52.6,67.9,REAL_FILE (cotton_prices_weekly.csv),96.93,REAL_FILE (cpi_weekly.csv),70.72500000000001,-0.03994344291269003
2023-07-10,2023,7,28,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),53.5,67.3,REAL_FILE (cotton_prices_weekly.csv),97.22,REAL_FILE (cpi_weekly.csv),70.03333333333333,-0.0390290337934317
2023-07-17,2023,7,29,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),48.3,67.6,REAL_FILE (cotton_prices_weekly.csv),97.52,REAL_FILE (cpi_weekly.csv),69.45833333333333,-0.026754649070185987
2023-07-24,2023,7,30,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),48.4,68.0,REAL_FILE (cotton_prices_weekly.csv),97.81,REAL_FILE (cpi_weekly.csv),68.91666666666667,-0.01330108827085863
2023-07-31,2023,7,31,Onam,0.1714285714285713,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),56.8,68.2,REAL_FILE (cotton_prices_weekly.csv),98.1,REAL_FILE (cpi_weekly.csv),68.50833333333333,-0.004500669018367431
2023-08-07,2023,8,32,Onam,0.3714285714285714,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),51.1,70.0,REAL_FILE (cotton_prices_weekly.csv),98.08,REAL_FILE (cpi_weekly.csv),68.375,0.02376599634369292
