cluster_id,product_category,week_start_date,festival_proximity,is_wedding_season,google_trends_index,cotton_price_rel_12wk_avg,cluster_code,product_code,cluster_name,state,primary_material,product_specialty,lag_1,lag_2,lag_4,lag_8,lag_52,rolling_mean_4,rolling_std_4,rolling_mean_12,rolling_std_12,avg_order_value_trailing_12,delivery_rate_trailing_12,delivery_gap_trailing_4,baseline_pred,xgb_pred,ensemble_pred,lower_90,upper_90,units_ordered,units_delivered,avg_order_value_inr
C03,dupatta,2026-07-13,0.2571428571428571,False,64.8,-0.0778012684989428,2,0,Kutch Weaves (Bhujodi),Gujarat,wool/cotton,shawl_wrap,7.087201703799936,4.608252311021212,11.0,9.0,10.0,7.173863503705286,2.3773486846273872,6.807954501235096,3.282345242121486,3109.804797453704,0.9420467804711641,1.73451458102884,10.0,8.24246597290039,8.97486306222846,4.3355586546161415,13.614167469840778,8.97486306222846,8.454740852941892,3109.804797453704
C03,dupatta,2026-07-20,0.4571428571428571,False,60.5,-0.0638750132851524,2,0,Kutch Weaves (Bhujodi),Gujarat,wool/cotton,shawl_wrap,8.97486306222846,7.087201703799936,6.0,9.0,10.0,6.667579269262401,1.5957859419843001,6.722526423087468,3.2107144354076365,3103.6451972415125,0.934862822154317,2.2546367903154056,10.0,8.852625846862793,9.330757978116445,4.691453570504127,13.970062385728763,9.330757978116445,8.722978736260849,3103.6451972415125
C04,dupatta,2026-06-29,0.0,True,52.8,-0.0947897049591964,3,0,Ahmedabad Ashavali,Gujarat,silk,saree,0.0,2.0,2.0,1.0,0.0,1.75,1.0897247358851685,1.0,0.9128709291752769,38168.361666666664,0.8333333333333334,0.0,0.0,0.7492831349372864,0.4370429286885926,0.0,5.076347336300911,0.4370429286885926,0.3642024405738272,38168.361666666664
C04,dupatta,2026-07-06,0.0571428571428571,False,55.0,-0.0914826498422712,3,0,Ahmedabad Ashavali,Gujarat,silk,saree,0.4370429286885926,0.0,3.0,0.0,0.0,1.3592607321721482,1.2042266781441155,0.9530869107240494,0.9260359338237797,38027.43097222222,0.9061959900995334,0.07284048811476573,0.0,0.6633893251419067,0.3869426655986785,0.0,5.026247073210997,0.3869426655986785,0.35064589196394713,38027.43097222222
C04,dupatta,2026-07-13,0.2571428571428571,False,64.8,-0.0778012684989428,3,0,Ahmedabad Ashavali,Gujarat,silk,saree,0.3869426655986785,0.4370429286885926,2.0,0.0,0.0,0.7059963985718178,0.765997305607501,0.9019987995239392,0.9388605299273591,38063.514386574076,0.8975296805333072,0.10913726174949678,0.0,0.6589785218238831,0.3843699259891853,0.0,5.0236743336015035,0.3843699259891853,0.34498341687968437,38063.514386574076
C04,dupatta,2026-07-20,0.4571428571428571,False,60.5,-0.0638750132851524,3,0,Ahmedabad Ashavali,Gujarat,silk,saree,0.3843699259891853,0.3869426655986785,0.0,1.0,0.0,0.3020888800691141,0.17567058813059624,0.9340296266897047,0.9137621529320843,38022.56891878859,0.8975296805333072,0.1485237708589977,0.0,0.47721755504608154,0.2783521317297574,0.0,4.917656539342076,0.2783521317297574,0.24982929986717423,38022.56891878859
C05,dupatta,2026-06-29,0.0,True,52.8,-0.0947897049591964,4,0,Surat Mashru,Gujarat,silk-cotton,yardage_fabric,11.0,6.0,12.0,10.0,14.0,10.5,2.692582403567252,9.416666666666666,3.9466934120715393,1216.1133333333335,0.9469026548672567,1.0,14.0,9.471691131591797,11.358721586571821,6.719417178959503,15.99802599418414,11.358721586571821,10.755603626222875,1216.1133333333335
C05,dupatta,2026-07-06,0.0571428571428571,False,55.0,-0.0914826498422712,4,0,Surat Mashru,Gujarat,silk-cotton,yardage_fabric,11.358721586571821,11.0,13.0,16.0,11.0,10.339680396642954,2.6165145357116875,9.863226798880985,3.8364658372787597,1221.8319444444444,0.9442109726107578,0.6031179603489392,11.0,8.93476676940918,9.79538783480298,5.156083427190662,14.434692242415299,9.79538783480298,9.248912674598907,1221.8319444444444
C05,dupatta,2026-07-13,0.2571428571428571,False,64.8,-0.0778012684989428,4,0,Surat Mashru,Gujarat,silk-cotton,yardage_fabric,9.79538783480298,11.358721586571821,6.0,2.0,9.0,9.5385273553437,2.1234501689996486,9.596175785114566,3.7185470115986257,1218.8296064814815,0.9465968418195979,1.149593120553014,9.0,10.056527137756348,9.616252646020996,4.976948238408678,14.255557053633314,9.616252646020996,9.102714384862827,1218.8296064814815
C05,dupatta,2026-07-20,0.4571428571428571,False,60.5,-0.0638750132851524,4,0,Surat Mashru,Gujarat,silk-cotton,yardage_fabric,9.616252646020996,9.79538783480298,11.0,12.0,11.0,10.442590516848949,0.7502844555950541,9.897530172282982,3.5579635061429506,1217.8162403549384,0.9523186484983716,1.6631313817111817,11.0,9.611032485961914,10.189841060229753,5.550536652617435,14.829145467842071,10.189841060229753,9.703975666891212,1217.8162403549384
C06,dupatta,2026-06-29,0.0,True,52.8,-0.0947897049591964,5,0,Varanasi Banarasi,Uttar Pradesh,silk,saree,3.0,3.0,1.0,2.0,1.0,2.5,0.8660254037844386,2.3333333333333335,1.1055415967851334,8325.565,0.9642857142857143,0.0,1.0,2.154449939727783,1.673369196712574,0.0,6.3126736043248926,1.673369196712574,1.6136060111156962,8325.565
C06,dupatta,2026-07-06,0.0571428571428571,False,55.0,-0.0914826498422712,5,0,Varanasi Banarasi,Uttar Pradesh,silk,saree,1.673369196712574,3.0,3.0,2.0,2.0,2.6683422991781436,0.5744479885449337,2.2227807663927144,1.099663298588932,8348.667916666667,0.960268866756904,0.05976318559687854,2.0,2.409440040588379,2.238818767055392,0.0,6.87812317466771,2.238818767055392,2.14986796031437,8348.667916666667
C06,dupatta,2026-07-13,0.2571428571428571,False,64.8,-0.0778012684989428,5,0,Varanasi Banarasi,Uttar Pradesh,silk,saree,2.238818767055392,1.673369196712574,3.0,1.0,0.0,2.4780469909419915,0.5589289719989645,2.2426823303139973,1.0976104926837837,8345.054409722223,0.9573162169540277,0.14871399233789973,0.0,2.458306074142456,1.4338842503723235,0.0,6.073188657984642,1.4338842503723235,1.3726806461163945,8345.054409722223
C06,dupatta,2026-07-20,0.4571428571428571,False,60.5,-0.0638750132851524,5,0,Varanasi Banarasi,Uttar Pradesh,silk,saree,1.4338842503723235,2.238818767055392,3.0,2.0,0.0,2.0865180535350722,0.6029650969957885,2.2788393511783576,1.0626693010976238,8381.36561053241,0.9557553425910944,0.20991759659382758,0.0,2.31911039352417,1.3526939965394924,0.0,5.99199840415181,1.3526939965394924,1.2928445140835192,8381.36561053241
C07,dupatta,2026-06-29,0.0,True,52.8,-0.0947897049591964,6,0,Mubarakpur Azamgarh,Uttar Pradesh,silk,saree,2.0,1.0,2.0,4.0,3.0,2.0,0.7071067811865476,3.5,1.5,6089.403333333333,0.9285714285714286,0.0,3.0,3.5275840759277344,3.307729987399517,0.0,7.947034395011835,3.307729987399517,3.071463559728123,6089.403333333333
C07,dupatta,2026-07-06,0.0571428571428571,False,55.0,-0.0914826498422712,6,0,Mubarakpur Azamgarh,Uttar Pradesh,silk,saree,3.307729987399517,2.0,3.0,5.0,8.0,2.3269324968498792,0.9058998689090804,3.5256441656166264,1.4938506250342691,6084.902777777778,0.9235064980173776,0.23626642767139394,8.0,3.270195722579956,5.241193058882203,0.6018886512698849,9.880497466494521,5.241193058882203,4.840275847241291,6084.902777777778
C07,dupatta,2026-07-13,0.2571428571428571,False,64.8,-0.0778012684989428,6,0,Mubarakpur Azamgarh,Uttar Pradesh,silk,saree,5.241193058882203,3.307729987399517,1.0,5.0,3.0,2.88723076157043,1.586409189630999,3.629076920523477,1.5644165794608296,6056.46800925926,0.9394431950358535,0.6371836393123065,3.0,3.46687912940979,3.272321920174959,0.0,7.911626327787277,3.272321920174959,3.074160559875023,6056.46800925926
C07,dupatta,2026-07-20,0.4571428571428571,False,60.5,-0.0638750132851524,6,0,Mubarakpur Azamgarh,Uttar Pradesh,silk,saree,3.272321920174959,5.241193058882203,2.0,6.0,4.0,3.4553112416141696,1.1578611740590388,3.7351037472047235,1.491846536753511,6055.813676697532,0.9367410476497439,0.8353449996122428,4.0,4.042325973510742,4.024687953805712,0.0,8.66399236141803,4.024687953805712,3.7700904103112665,6055.813676697532
C08,dupatta,2026-06-29,0.0,True,52.8,-0.0947897049591964,7,0,Shantipur-Fulia Tant,West Bengal,cotton,saree,5.0,4.0,9.0,8.0,8.0,6.0,1.8708286933869707,5.666666666666667,1.7950549357115013,2170.809166666667,0.9264705882352942,2.0,8.0,5.2664923667907715,6.4055957942915995,1.7662913866792813,11.044900201903918,6.4055957942915995,5.934596103534864,2170.809166666667
C08,dupatta,2026-07-06,0.0571428571428571,False,55.0,-0.0914826498422712,7,0,Shantipur-Fulia Tant,West Bengal,cotton,saree,6.4055957942915995,5.0,6.0,4.0,8.0,5.3513989485729,0.9329757034212728,5.867132982857633,1.7309117110503576,2174.2099305555553,0.9222931127982824,2.4709996907567344,8.0,5.954177379608154,6.806709683024884,2.167405275412566,11.446014090637203,6.806709683024884,6.277781461471231,2174.2099305555553
C08,dupatta,2026-07-13,0.2571428571428571,False,64.8,-0.0778012684989428,7,0,Shantipur-Fulia Tant,West Bengal,cotton,saree,6.806709683024884,6.4055957942915995,4.0,7.0,6.0,5.553076369329121,1.1198577515051835,6.10102545644304,1.650576029422225,2173.098258101852,0.9317064545404936,0.9999279123103868,6.0,6.802830219268799,6.46827594791428,1.8289715403019615,11.107580355526597,6.46827594791428,6.0265344504207645,2173.098258101852
C08,dupatta,2026-07-20,0.4571428571428571,False,60.5,-0.0638750132851524,7,0,Shantipur-Fulia Tant,West Bengal,cotton,saree,6.46827594791428,6.806709683024884,5.0,4.0,2.0,6.170145356307691,0.6925989198908477,6.223381785435897,1.6185327141080028,2181.072279610339,0.9271340781505294,1.4416694098039002,2.0,6.47824239730835,4.612075571220321,0.0,9.251379978832638,4.612075571220321,4.276012433083928,2181.072279610339
C09,dupatta,2026-06-29,0.0,True,52.8,-0.0947897049591964,8,0,Murshidabad Silk,West Bengal,silk,saree,2.0,6.0,3.0,5.0,3.0,4.25,1.7853571071357126,4.083333333333333,1.6051133570215186,6959.5199999999995,1.0,0.0,3.0,3.476931095123291,3.2781850449800753,0.0,7.917489452592394,3.2781850449800753,3.2781850449800753,6959.5199999999995
C09,dupatta,2026-07-06,0.0571428571428571,False,55.0,-0.0914826498422712,8,0,Murshidabad Silk,West Bengal,silk,saree,3.2781850449800753,2.0,6.0,3.0,6.0,4.319546261245019,1.740156428096892,3.9398487537483398,1.593674965820166,6989.053333333333,1.0,0.0,6.0,3.961421489715576,4.810935037833325,0.17163063022100644,9.450239445445643,4.810935037833325,4.810935037833325,6989.053333333333
C09,dupatta,2026-07-13,0.2571428571428571,False,64.8,-0.0778012684989428,8,0,Murshidabad Silk,West Bengal,silk,saree,4.810935037833325,3.2781850449800753,6.0,3.0,3.0,4.0222800207033504,1.5146490408330557,4.1740933402344504,1.4948503428857658,6974.766944444444,1.0,0.0,3.0,3.9135842323303223,3.5328767055924493,0.0,8.172181113204768,3.5328767055924493,3.5328767055924493,6974.766944444444
C09,dupatta,2026-07-20,0.4571428571428571,False,60.5,-0.0638750132851524,8,0,Murshidabad Silk,West Bengal,silk,saree,3.5328767055924493,4.810935037833325,2.0,7.0,2.0,3.405499197101462,0.9978867443836363,4.218499732367154,1.4669677069985814,6987.023356481481,1.0,0.0,2.0,4.226104736328125,3.298445525020153,0.0,7.937749932632471,3.298445525020153,3.298445525020153,6987.023356481481
C10,dupatta,2026-06-29,0.0,True,52.8,-0.0947897049591964,9,0,Bishnupur Baluchari,West Bengal,silk,saree,2.0,2.0,1.0,0.0,3.0,1.5,0.5,1.25,1.0897247358851685,11924.481666666667,1.0,0.0,3.0,1.822940468788147,2.31344304872856,0.0,6.952747456340878,2.31344304872856,2.31344304872856,11924.481666666667
C10,dupatta,2026-07-06,0.0571428571428571,False,55.0,-0.0914826498422712,9,0,Bishnupur Baluchari,West Bengal,silk,saree,2.31344304872856,2.0,1.0,2.0,4.0,1.82836076218214,0.4950773760134548,1.4427869207273798,1.0556360466659642,11944.160138888888,1.0,0.0,4.0,1.8974697589874268,2.773633181713909,0.0,7.412937589326227,2.773633181713909,2.773633181713909,11944.160138888888
C10,dupatta,2026-07-13,0.2571428571428571,False,64.8,-0.0778012684989428,9,0,Bishnupur Baluchari,West Bengal,silk,saree,2.773633181713909,2.31344304872856,2.0,0.0,1.0,2.2717690576106175,0.31674957061801545,1.5905896858702055,1.1062456471046098,11960.61431712963,1.0,0.0,1.0,2.065945625305176,1.6217462747845768,0.0,6.261050682396895,1.6217462747845768,1.6217462747845768,11960.61431712963
C10,dupatta,2026-07-20,0.4571428571428571,False,60.5,-0.0638750132851524,9,0,Bishnupur Baluchari,West Bengal,silk,saree,1.6217462747845768,2.773633181713909,2.0,4.0,6.0,2.1772056263067614,0.42255869098425225,1.6424018754355874,1.0918376596736867,11894.6263435571,1.0,0.0,6.0,2.1445817947387695,3.751206206065594,0.0,8.390510613677913,3.751206206065594,3.751206206065594,11894.6263435571
C11,dupatta,2026-06-29,0.0,True,52.8,-0.0947897049591964,10,0,Nadia Jamdani,West Bengal,cotton,saree,1.0,0.0,1.0,1.0,1.0,0.5,0.5,1.4166666666666667,0.9537935951882998,9471.5375,0.9411764705882353,0.0,1.0,1.8688693046569824,1.5067953192176033,0.0,6.146099726829922,1.5067953192176033,1.4181603004400973,9471.5375
C11,dupatta,2026-07-06,0.0571428571428571,False,55.0,-0.0914826498422712,10,0,Nadia Jamdani,West Bengal,cotton,saree,1.5067953192176033,1.0,0.0,2.0,2.0,0.6266988298044008,0.6518102563060928,1.4588996099348002,0.9455939611165536,9471.145625,0.9378164307671726,0.08863501877750624,2.0,1.6897598505020142,1.8190426859871403,0.0,6.458347093599459,1.8190426859871403,1.7059281191855906,9471.145625
C11,dupatta,2026-07-13,0.2571428571428571,False,64.8,-0.0778012684989428,10,0,Nadia Jamdani,West Bengal,cotton,saree,1.8190426859871403,1.5067953192176033,0.0,3.0,2.0,1.0814595013011858,0.6894073207547462,1.527153167100395,0.9395471816271467,9416.771927083335,0.9889909762641275,0.20174958557905587,2.0,1.5569982528686523,1.7416053131949214,0.0,6.38090972080724,1.7416053131949214,1.7224319389634368,9416.771927083335
C11,dupatta,2026-07-20,0.4571428571428571,False,60.5,-0.0638750132851524,10,0,Nadia Jamdani,West Bengal,cotton,saree,1.7416053131949214,1.8190426859871403,1.0,2.0,3.0,1.5168608295999162,0.31979305375116596,1.5056202765333053,0.9313891278224087,9416.122087673612,0.9877723175372823,0.22092295981054022,3.0,1.795206069946289,2.297266089272136,0.0,6.936570496884454,2.297266089272136,2.2691758490001472,9416.122087673612
C12,dupatta,2026-06-29,0.0,True,52.8,-0.0947897049591964,11,0,Sambalpur Ikat,Odisha,cotton/silk,saree,2.0,5.0,9.0,3.0,7.0,5.25,2.48746859276655,4.916666666666667,2.1392496088322392,4855.363333333332,0.8813559322033898,3.0,7.0,5.045995712280273,5.860265610213456,1.2209612026011376,10.499570017825775,5.860265610213456,5.164979859849147,4855.363333333332
C12,dupatta,2026-07-06,0.0571428571428571,False,55.0,-0.0914826498422712,11,0,Sambalpur Ikat,Odisha,cotton/silk,saree,5.860265610213456,2.0,5.0,9.0,4.0,4.465066402553364,1.4658991358042963,4.9883554675177875,2.155195849152987,4830.456944444444,0.8714458468916094,3.6952857503643095,4.0,3.5933187007904053,3.7627903555251923,0.0,8.40209476313751,3.7627903555251923,3.279068028046231,4830.456944444444
C12,dupatta,2026-07-13,0.2571428571428571,False,64.8,-0.0778012684989428,11,0,Sambalpur Ikat,Odisha,cotton/silk,saree,3.7627903555251923,5.860265610213456,5.0,5.0,5.0,4.155763991434663,1.4508451736715462,4.968587997144887,2.1652348613452417,4825.381689814814,0.8795934230213132,4.179008077843273,5.0,5.223451137542725,5.130334896138619,0.4910304885263006,9.769639303750937,5.130334896138619,4.512608832540261,4825.381689814814
C12,dupatta,2026-07-20,0.4571428571428571,False,60.5,-0.0638750132851524,11,0,Sambalpur Ikat,Odisha,cotton/silk,saree,5.130334896138619,3.7627903555251923,2.0,3.0,7.0,4.188347715469316,1.4707663041517987,5.146115905156439,2.082297079284731,4858.719330632715,0.87374403198554,1.7967341414416254,7.0,5.24119758605957,5.974123235754628,1.3348188281423097,10.613427643366947,5.974123235754628,5.219854523586749,4858.719330632715
C13,dupatta,2026-06-29,0.0,True,52.8,-0.0947897049591964,12,0,Berhampur Patta,Odisha,silk,saree,1.0,1.0,2.0,3.0,5.0,1.5,0.5,1.75,0.5951190357119042,7928.2475,0.9047619047619048,0.0,5.0,2.0426695346832275,3.275044095620518,0.0,7.914348503232836,3.275044095620518,2.9631351341328496,7928.2475
C13,dupatta,2026-07-06,0.0571428571428571,False,55.0,-0.0914826498422712,12,0,Berhampur Patta,Odisha,silk,saree,3.275044095620518,1.0,2.0,2.0,2.0,1.8187610239051295,0.9346586515879843,1.9395870079683766,0.6820276564836031,7909.414791666667,0.900670050205289,0.311908961487668,2.0,2.1895313262939453,2.1105501005686884,0.0,6.749854508181007,2.1105501005686884,1.9009092650399784,7909.414791666667
C13,dupatta,2026-07-13,0.2571428571428571,False,64.8,-0.0778012684989428,12,0,Berhampur Patta,Odisha,silk,saree,2.1105501005686884,3.275044095620518,1.0,2.0,1.0,1.8463985490473016,0.9412206366699302,1.9487995163491005,0.6835264501221746,7847.752690972223,0.8921750811263424,0.5215497970163785,1.0,2.0437684059143066,1.608810714832909,0.0,6.248115122445228,1.608810714832909,1.4353408300229793,7847.752690972223
C13,dupatta,2026-07-20,0.4571428571428571,False,60.5,-0.0638750132851524,12,0,Berhampur Patta,Odisha,silk,saree,1.608810714832909,2.1105501005686884,1.0,1.0,6.0,1.998601227755529,0.8353113193724337,1.916200409251843,0.6896085465940882,7877.720415219908,0.9262855599705553,0.6950196818263086,6.0,2.2184526920318604,3.7942937277145754,0.0,8.433598135326893,3.7942937277145754,3.514599490268861,7877.720415219908
C14,dupatta,2026-06-29,0.0,True,52.8,-0.0947897049591964,13,0,Nuapatna Sonepuri,Odisha,cotton,saree,4.0,2.0,1.0,6.0,4.0,2.75,1.299038105676658,3.1666666666666665,1.3437096247164249,4183.439166666667,0.9736842105263158,0.0,4.0,3.297636032104492,3.590324149548507,0.0,8.229628557160826,3.590324149548507,3.4958419350867045,4183.439166666667
C14,dupatta,2026-07-06,0.0571428571428571,False,55.0,-0.0914826498422712,13,0,Nuapatna Sonepuri,Odisha,cotton,saree,3.590324149548507,4.0,4.0,5.0,7.0,3.397581037387127,0.8240448829373423,3.215860345795709,1.3475080189896105,4199.313263888889,0.971638429098953,0.09448221446180227,7.0,3.519212484359741,4.969721325563486,0.330416917951168,9.609025733175805,4.969721325563486,4.828772221830072,4199.313263888889
C14,dupatta,2026-07-13,0.2571428571428571,False,64.8,-0.0778012684989428,13,0,Nuapatna Sonepuri,Odisha,cotton,saree,4.969721325563486,3.590324149548507,2.0,3.0,2.0,3.6400113687779987,1.0711940175873134,3.380003789592666,1.4287363338705494,4169.270202546297,0.9941954868285421,0.2354313181952179,2.0,4.042232036590576,3.191195996167615,0.0,7.830500403779933,3.191195996167615,3.1726726569751564,4169.270202546297
C14,dupatta,2026-07-20,0.4571428571428571,False,60.5,-0.0638750132851524,13,0,Nuapatna Sonepuri,Odisha,cotton,saree,3.191195996167615,4.969721325563486,4.0,3.0,5.0,3.9378103678199023,0.6608493525207298,3.479270122606634,1.369563263896857,4180.73438609182,0.9939174345854513,0.253954657387677,5.0,4.59578800201416,4.764230653042011,0.12492624542969288,9.40353506065433,4.764230653042011,4.735251908444885,4180.73438609182
C15,dupatta,2026-06-29,0.0,True,52.8,-0.0947897049591964,14,0,Pochampally Ikat,Telangana,cotton/silk,saree,3.0,4.0,3.0,2.0,5.0,2.5,1.5,2.9166666666666665,2.0598678490513795,4785.871666666667,0.9714285714285714,0.0,5.0,3.3738958835601807,4.0515236867557185,0.0,8.690828094368037,4.0515236867557185,3.9357658671341267,4785.871666666667
C15,dupatta,2026-07-06,0.0571428571428571,False,55.0,-0.0914826498422712,14,0,Pochampally Ikat,Telangana,cotton/silk,saree,4.0515236867557185,3.0,0.0,1.0,4.0,2.7628809216889296,1.6493029008199172,2.8376269738963096,1.995606049728075,4749.119305555556,0.9966005098424829,0.11575781962159226,4.0,3.267688274383545,3.572856178988734,0.0,8.212160586601051,3.572856178988734,3.5607102895740375,4749.119305555556
C15,dupatta,2026-07-13,0.2571428571428571,False,64.8,-0.0778012684989428,14,0,Pochampally Ikat,Telangana,cotton/silk,saree,3.572856178988734,4.0515236867557185,4.0,2.0,3.0,3.656094966436113,0.4219075270964875,3.052031655478704,1.9235682716319962,4740.135081018519,0.996507689426957,0.12790370903628734,3.0,4.381173133850098,3.805612622649476,0.0,8.444917030261795,3.805612622649476,3.792322241450491,4740.135081018519
C15,dupatta,2026-07-20,0.4571428571428571,False,60.5,-0.0638750132851524,14,0,Pochampally Ikat,Telangana,cotton/silk,saree,3.805612622649476,3.572856178988734,3.0,4.0,5.0,3.607498122098482,0.38944257919921543,2.7024993740328274,1.2589942577965345,4752.9371711033955,0.9956461880068025,0.14119409023527396,5.0,4.390721797943115,4.644619346950405,0.005314939338086688,9.283923754562723,4.644619346950405,4.624397547533815,4752.9371711033955
C16,dupatta,2026-06-29,0.0,True,52.8,-0.0947897049591964,15,0,Gadwal,Telangana,silk-cotton,saree,4.0,1.0,2.0,4.0,4.0,1.75,1.479019945774904,2.75,2.0052015692526606,6468.423333333332,0.8787878787878788,1.0,4.0,2.5836355686187744,3.173860947460116,0.0,7.813165355072434,3.173860947460116,2.7891505295861627,6468.423333333332
C16,dupatta,2026-07-06,0.0571428571428571,False,55.0,-0.0914826498422712,15,0,Gadwal,Telangana,silk-cotton,saree,3.173860947460116,4.0,0.0,7.0,3.0,2.0434652368650292,1.6101546988340147,3.0144884122883426,1.826374109630976,6446.384444444445,0.8787878787878789,1.3847104178739542,3.0,2.5808448791503906,2.7555146071634633,0.0,7.3948190147757815,2.7555146071634633,2.4215128365981955,6446.384444444445
C16,dupatta,2026-07-13,0.2571428571428571,False,64.8,-0.0778012684989428,15,0,Gadwal,Telangana,silk-cotton,saree,2.7555146071634633,3.173860947460116,1.0,1.0,3.0,2.732343888655895,1.095837757220791,2.9107812962186315,1.8026480755430567,6433.803981481481,0.864907055636882,1.7187121884392216,3.0,2.8853230476379395,2.9331110647277656,0.0,7.572415472340084,2.9331110647277656,2.536868454849652,6433.803981481481
C16,dupatta,2026-07-20,0.4571428571428571,False,60.5,-0.0638750132851524,15,0,Gadwal,Telangana,silk-cotton,saree,2.9331110647277656,2.7555146071634633,4.0,2.0,6.0,3.215621654837836,0.4765774002940105,2.8218738849459455,1.7727974106773785,6458.0443132716055,0.8784804304369731,2.114954798317335,6.0,2.9004063606262207,4.192064629868078,0.0,8.831369037480396,4.192064629868078,3.6826467404661196,6458.0443132716055
