cluster_id,product_category,week_start_date,units_ordered,units_delivered,avg_order_value_inr
C01,saree,2023-11-13,1,1,41474.12
C01,saree,2023-11-20,0,0,43370.23
C01,saree,2023-11-27,1,0,43691.13
C01,saree,2023-12-04,2,2,44177.69
C01,saree,2023-12-11,3,3,41904.19
C01,saree,2023-12-18,1,1,43586.17
C01,saree,2023-12-25,3,3,43360.63
C01,saree,2024-01-01,1,1,46735.95
C01,saree,2024-01-08,3,3,46820.52
C01,saree,2024-01-15,2,2,44671.93
C01,saree,2024-01-22,1,1,44117.91
C01,saree,2024-01-29,0,0,45314.83
C01,saree,2024-02-05,2,2,43162.71
C01,saree,2024-02-12,2,2,42419.63
C01,saree,2024-02-19,2,2,42884.5
C01,saree,2024-02-26,4,4,43571.67
C01,saree,2024-03-04,4,4,42382.18
C01,saree,2024-03-11,2,2,45364.63
C01,saree,2024-03-18,2,2,46641.86
C01,saree,2024-03-25,0,0,41429.03
C01,saree,2024-04-01,1,1,45056.54
C01,saree,2024-04-08,6,6,44505.14
C01,saree,2024-04-15,3,3,45768.39
C01,saree,2024-04-22,2,2,44970.89
C01,saree,2024-04-29,0,0,41729.4
C01,saree,2024-05-06,2,2,42159.62
C01,saree,2024-05-13,4,4,45066.2
C01,saree,2024-05-20,0,0,47314.76
C01,saree,2024-05-27,4,4,40018.08
C01,saree,2024-06-03,3,3,45777.88
C01,saree,2024-06-10,4,4,47676.65
C01,saree,2024-06-17,5,5,44655.69
C01,saree,2024-06-24,3,3,46237.96
C01,saree,2024-07-01,3,2,43418.09
C01,saree,2024-07-08,2,2,44731.43
C01,saree,2024-07-15,3,3,41352.94
C01,saree,2024-07-22,4,3,39725.23
C01,saree,2024-07-29,3,3,47121.22
C01,saree,2024-08-05,3,3,42783.76
C01,saree,2024-08-12,2,2,43975.06
C01,saree,2024-08-19,5,5,41880.5
C01,saree,2024-08-26,5,5,41827.57
C01,saree,2024-09-02,2,2,44608.87
C01,saree,2024-09-09,1,1,43358.45
C01,saree,2024-09-16,4,4,45850.43
C01,saree,2024-09-23,3,1,46018.21
C01,saree,2024-09-30,2,1,45721.91
C01,saree,2024-10-07,1,1,45536.85
C01,saree,2024-10-14,4,4,48549.98
C01,saree,2024-10-21,1,1,42597.91
C01,saree,2024-10-28,6,5,44876.4
C01,saree,2024-11-04,2,2,47548.55
C01,saree,2024-11-11,0,0,47845.21
C01,saree,2024-11-18,3,2,41801.03
C01,saree,2024-11-25,1,1,44297.2
C01,saree,2024-12-02,3,3,48055.77
C01,saree,2024-12-09,1,1,46143.18
C01,saree,2024-12-16,3,2,45439.34
C01,saree,2024-12-23,2,2,44510.21
C01,saree,2024-12-30,2,2,44136.45
C01,saree,2025-01-06,3,2,45648.49
C01,saree,2025-01-13,5,5,44432.16
C01,saree,2025-01-20,6,6,44904.2
C01,saree,2025-01-27,2,2,45176.85
C01,saree,2025-02-03,0,0,43474.34
C01,saree,2025-02-10,3,3,46197.29
C01,saree,2025-02-17,1,0,51557.05
C01,saree,2025-02-24,1,1,41001.78
C01,saree,2025-03-03,1,1,45729.03
C01,saree,2025-03-10,3,3,43289.57
C01,saree,2025-03-17,5,4,46299.16
C01,saree,2025-03-24,3,3,45104.75
C01,saree,2025-03-31,5,4,46714.17
C01,saree,2025-04-07,3,3,47644.89
C01,saree,2025-04-14,2,2,45432.95
C01,saree,2025-04-21,1,0,47547.12
C01,saree,2025-04-28,2,2,39725.33
C01,saree,2025-05-05,4,3,48578.52
C01,saree,2025-05-12,4,4,45843.89
C01,saree,2025-05-19,2,2,47425.15
C01,saree,2025-05-26,6,6,42255.28
C01,saree,2025-06-02,4,4,43130.77
C01,saree,2025-06-09,5,4,45328.36
C01,saree,2025-06-16,2,1,44961.66
C01,saree,2025-06-23,0,0,45636.9
C01,saree,2025-06-30,3,3,47440.16
C01,saree,2025-07-07,1,1,41028.25
C01,saree,2025-07-14,4,4,47191.09
C01,saree,2025-07-21,1,1,45018.63
C01,saree,2025-07-28,3,3,44541.49
C01,saree,2025-08-04,5,5,41689.99
C01,saree,2025-08-11,4,4,46131.86
C01,saree,2025-08-18,5,5,39568.26
C01,saree,2025-08-25,3,3,46458.89
C01,saree,2025-09-01,6,6,41642.76
C01,saree,2025-09-08,4,3,45120.28
C01,saree,2025-09-15,2,2,44731.87
C01,saree,2025-09-22,2,2,47631.46
C01,saree,2025-09-29,3,3,44598.03
C01,saree,2025-10-06,3,3,43438.19
C01,saree,2025-10-13,2,1,43860.14
C01,saree,2025-10-20,2,2,47863.99
C01,saree,2025-10-27,4,4,46206.67
C01,saree,2025-11-03,0,0,44132.33
C01,saree,2025-11-10,3,2,44468.0
C01,saree,2025-11-17,0,0,41473.85
C01,saree,2025-11-24,1,0,45874.07
C01,saree,2025-12-01,2,2,41040.41
C01,saree,2025-12-08,5,5,46691.54
C01,saree,2025-12-15,3,3,45289.4
C01,saree,2025-12-22,1,1,50370.64
C01,saree,2025-12-29,5,5,42524.7
C01,saree,2026-01-05,5,5,44769.01
C01,saree,2026-01-12,2,1,49046.15
C01,saree,2026-01-19,2,2,47680.63
C01,saree,2026-01-26,0,0,43433.52
C01,saree,2026-02-02,2,2,45503.93
C01,saree,2026-02-09,2,2,45004.5
C01,saree,2026-02-16,2,2,45634.4
C01,saree,2026-02-23,2,2,43427.97
C01,saree,2026-03-02,2,2,44799.03
C01,saree,2026-03-09,4,3,41404.38
C01,saree,2026-03-16,2,2,45304.03
C01,saree,2026-03-23,1,1,46012.55
C01,saree,2026-03-30,1,1,44488.31
C01,saree,2026-04-06,3,3,41366.14
C01,saree,2026-04-13,5,4,47224.2
C01,saree,2026-04-20,1,1,45820.18
C01,saree,2026-04-27,3,3,43366.47
C01,saree,2026-05-04,3,3,44368.65
C01,saree,2026-05-11,0,0,41623.49
C01,saree,2026-05-18,2,2,42692.83
C01,saree,2026-05-25,4,4,43789.92
C01,saree,2026-06-01,2,2,47763.95
C01,saree,2026-06-08,2,2,43561.12
C01,saree,2026-06-15,0,0,46440.48
C01,saree,2026-06-22,3,3,43788.79
C01,dupatta,2021-07-05,0,0,45116.32
C01,dupatta,2021-07-12,0,0,46082.31
C01,dupatta,2021-07-19,1,1,46142.39
C01,dupatta,2021-07-26,1,1,46356.77
C01,dupatta,2021-08-02,2,2,44159.83
C01,dupatta,2021-08-09,0,0,49772.57
C01,dupatta,2021-08-16,0,0,45527.47
C01,dupatta,2021-08-23,1,1,40809.41
C01,dupatta,2021-08-30,0,0,42744.65
C01,dupatta,2021-09-06,0,0,41083.87
C01,dupatta,2021-09-13,2,2,45039.0
C01,dupatta,2021-09-20,1,1,44725.94
C01,dupatta,2021-09-27,0,0,43946.04
C01,dupatta,2021-10-04,0,0,49524.58
C01,dupatta,2021-10-11,1,1,46235.21
C01,dupatta,2021-10-18,2,2,46633.72
C01,dupatta,2021-10-25,0,0,42905.08
C01,dupatta,2021-11-01,0,0,42751.92
C01,dupatta,2021-11-08,3,3,45082.81
C01,dupatta,2021-11-15,0,0,45389.27
C01,dupatta,2021-11-22,0,0,40823.3
C01,dupatta,2021-11-29,0,0,44594.31
C01,dupatta,2021-12-06,0,0,45031.66
C01,dupatta,2021-12-13,0,0,44515.91
C01,dupatta,2021-12-20,1,1,43169.87
C01,dupatta,2021-12-27,0,0,43786.05
C01,dupatta,2022-01-03,1,1,44602.07
C01,dupatta,2022-01-10,1,1,45204.3
C01,dupatta,2022-01-17,1,0,46360.78
C01,dupatta,2022-01-24,0,0,47431.93
C01,dupatta,2022-01-31,1,1,44337.72
C01,dupatta,2022-02-07,0,0,43973.65
C01,dupatta,2022-02-14,0,0,45984.73
C01,dupatta,2022-02-21,0,0,46374.4
C01,dupatta,2022-02-28,1,1,44023.05
C01,dupatta,2022-03-07,0,0,46778.39
C01,dupatta,2022-03-14,0,0,47204.07
C01,dupatta,2022-03-21,1,1,47906.29
C01,dupatta,2022-03-28,1,1,49001.22
C01,dupatta,2022-04-04,0,0,43050.56
C01,dupatta,2022-04-11,1,1,45031.27
C01,dupatta,2022-04-18,0,0,45025.37
C01,dupatta,2022-04-25,2,2,44779.33
C01,dupatta,2022-05-02,1,1,43539.16
C01,dupatta,2022-05-09,1,1,41657.49
C01,dupatta,2022-05-16,1,1,45208.53
C01,dupatta,2022-05-23,0,0,43271.2
C01,dupatta,2022-05-30,1,1,45193.49
C01,dupatta,2022-06-06,1,1,43213.4
C01,dupatta,2022-06-13,0,0,42525.77
C01,dupatta,2022-06-20,0,0,45527.17
C01,dupatta,2022-06-27,0,0,45339.57
C01,dupatta,2022-07-04,0,0,46303.38
C01,dupatta,2022-07-11,0,0,49918.19
C01,dupatta,2022-07-18,1,1,45623.9
C01,dupatta,2022-07-25,1,1,46091.43
C01,dupatta,2022-08-01,1,1,42575.49
C01,dupatta,2022-08-08,0,0,42104.46
C01,dupatta,2022-08-15,1,0,48561.37
C01,dupatta,2022-08-22,0,0,42922.17
C01,dupatta,2022-08-29,0,0,42651.13
C01,dupatta,2022-09-05,0,0,44912.03
C01,dupatta,2022-09-12,1,1,44797.07
C01,dupatta,2022-09-19,0,0,42969.36
C01,dupatta,2022-09-26,0,0,44313.81
C01,dupatta,2022-10-03,1,1,47766.1
C01,dupatta,2022-10-10,0,0,43186.51
C01,dupatta,2022-10-17,1,1,41864.24
C01,dupatta,2022-10-24,0,0,47120.84
C01,dupatta,2022-10-31,0,0,46107.67
C01,dupatta,2022-11-07,0,0,43603.83
C01,dupatta,2022-11-14,0,0,41440.12
C01,dupatta,2022-11-21,0,0,43324.6
C01,dupatta,2022-11-28,1,1,44876.92
C01,dupatta,2022-12-05,0,0,47622.76
C01,dupatta,2022-12-12,0,0,42667.69
C01,dupatta,2022-12-19,0,0,44809.83
C01,dupatta,2022-12-26,1,1,46519.08
C01,dupatta,2023-01-02,1,1,39642.15
C01,dupatta,2023-01-09,1,1,47326.02
C01,dupatta,2023-01-16,1,1,42339.49
C01,dupatta,2023-01-23,1,1,45746.99
C01,dupatta,2023-01-30,3,3,45555.04
C01,dupatta,2023-02-06,0,0,47440.32
C01,dupatta,2023-02-13,0,0,46239.58
C01,dupatta,2023-02-20,0,0,39651.1
C01,dupatta,2023-02-27,0,0,43234.25
C01,dupatta,2023-03-06,2,2,45310.96
C01,dupatta,2023-03-13,1,1,44561.3
C01,dupatta,2023-03-20,1,1,46074.62
C01,dupatta,2023-03-27,0,0,46776.07
C01,dupatta,2023-04-03,1,1,46369.02
C01,dupatta,2023-04-10,0,0,44517.88
C01,dupatta,2023-04-17,4,4,40845.74
C01,dupatta,2023-04-24,0,0,43975.17
C01,dupatta,2023-05-01,0,0,45936.83
C01,dupatta,2023-05-08,0,0,42546.49
C01,dupatta,2023-05-15,0,0,46420.37
C01,dupatta,2023-05-22,1,1,47043.88
C01,dupatta,2023-05-29,1,1,45285.45
C01,dupatta,2023-06-05,0,0,38106.5
C01,dupatta,2023-06-12,0,0,42124.3
C01,dupatta,2023-06-19,0,0,49243.93
C01,dupatta,2023-06-26,1,1,43770.29
C01,dupatta,2023-07-03,0,0,40535.68
C01,dupatta,2023-07-10,1,1,47779.31
C01,dupatta,2023-07-17,0,0,45030.05
C01,dupatta,2023-07-24,0,0,47486.12
C01,dupatta,2023-07-31,0,0,45623.16
C01,dupatta,2023-08-07,1,1,46031.76
C01,dupatta,2023-08-14,0,0,45816.77
C01,dupatta,2023-08-21,0,0,46569.35
C01,dupatta,2023-08-28,0,0,50124.22
C01,dupatta,2023-09-04,0,0,47184.76
C01,dupatta,2023-09-11,1,1,41444.24
C01,dupatta,2023-09-18,1,1,46004.99
C01,dupatta,2023-09-25,0,0,47568.33
C01,dupatta,2023-10-02,0,0,47706.08
C01,dupatta,2023-10-09,2,2,44040.14
C01,dupatta,2023-10-16,0,0,47621.13
C01,dupatta,2023-10-23,1,1,47087.42
C01,dupatta,2023-10-30,0,0,50788.16
C01,dupatta,2023-11-06,0,0,43312.5
C01,dupatta,2023-11-13,1,1,43858.35
C01,dupatta,2023-11-20,0,0,44311.23
C01,dupatta,2023-11-27,1,1,43897.0
C01,dupatta,2023-12-04,0,0,42997.45
C01,dupatta,2023-12-11,0,0,38783.98
C01,dupatta,2023-12-18,0,0,44021.93
C01,dupatta,2023-12-25,0,0,45831.06
C01,dupatta,2024-01-01,0,0,43890.25
C01,dupatta,2024-01-08,0,0,49354.61
C01,dupatta,2024-01-15,1,1,45030.1
C01,dupatta,2024-01-22,0,0,47904.82
C01,dupatta,2024-01-29,1,1,45588.2
C01,dupatta,2024-02-05,2,2,46859.42
C01,dupatta,2024-02-12,0,0,45628.29
C01,dupatta,2024-02-19,0,0,48079.77
C01,dupatta,2024-02-26,0,0,45125.86
C01,dupatta,2024-03-04,0,0,46116.27
C01,dupatta,2024-03-11,0,0,45824.25
C01,dupatta,2024-03-18,0,0,44351.36
C01,dupatta,2024-03-25,0,0,45911.21
C01,dupatta,2024-04-01,0,0,50027.37
C01,dupatta,2024-04-08,0,0,44391.61
C01,dupatta,2024-04-15,2,2,45943.8
C01,dupatta,2024-04-22,1,1,47830.0
C01,dupatta,2024-04-29,2,1,47565.57
C01,dupatta,2024-05-06,4,3,45026.36
C01,dupatta,2024-05-13,0,0,39637.38
C01,dupatta,2024-05-20,1,0,46162.58
C01,dupatta,2024-05-27,1,1,40006.18
C01,dupatta,2024-06-03,0,0,48307.36
C01,dupatta,2024-06-10,0,0,45381.32
C01,dupatta,2024-06-17,1,1,47249.27
C01,dupatta,2024-06-24,2,2,42970.25
C01,dupatta,2024-07-01,0,0,41506.86
C01,dupatta,2024-07-08,0,0,45586.7
C01,dupatta,2024-07-15,2,2,44924.39
C01,dupatta,2024-07-22,0,0,43894.03
C01,dupatta,2024-07-29,0,0,45190.49
C01,dupatta,2024-08-05,0,0,51226.73
C01,dupatta,2024-08-12,2,2,46877.68
C01,dupatta,2024-08-19,1,1,47361.37
C01,dupatta,2024-08-26,1,1,46898.86
C01,dupatta,2024-09-02,1,1,48328.79
C01,dupatta,2024-09-09,0,0,44572.34
C01,dupatta,2024-09-16,2,2,40376.79
C01,dupatta,2024-09-23,0,0,44575.68
C01,dupatta,2024-09-30,1,1,46826.41
C01,dupatta,2024-10-07,0,0,42817.95
C01,dupatta,2024-10-14,0,0,44603.18
C01,dupatta,2024-10-21,1,1,43443.52
C01,dupatta,2024-10-28,0,0,48379.57
C01,dupatta,2024-11-04,1,1,46686.28
C01,dupatta,2024-11-11,1,1,46465.97
C01,dupatta,2024-11-18,2,2,46398.6
C01,dupatta,2024-11-25,1,1,44916.19
C01,dupatta,2024-12-02,0,0,45444.5
C01,dupatta,2024-12-09,0,0,42333.33
C01,dupatta,2024-12-16,1,1,40080.51
C01,dupatta,2024-12-23,0,0,45337.68
C01,dupatta,2024-12-30,0,0,45728.98
C01,dupatta,2025-01-06,0,0,47720.85
C01,dupatta,2025-01-13,0,0,48535.51
C01,dupatta,2025-01-20,0,0,48532.5
C01,dupatta,2025-01-27,0,0,42754.45
C01,dupatta,2025-02-03,0,0,44207.4
C01,dupatta,2025-02-10,1,1,46080.75
C01,dupatta,2025-02-17,1,1,50696.79
C01,dupatta,2025-02-24,0,0,48330.22
C01,dupatta,2025-03-03,0,0,47518.64
C01,dupatta,2025-03-10,0,0,44127.48
C01,dupatta,2025-03-17,0,0,43012.8
C01,dupatta,2025-03-24,1,1,46775.04
C01,dupatta,2025-03-31,0,0,42523.51
C01,dupatta,2025-04-07,0,0,44463.52
C01,dupatta,2025-04-14,0,0,44741.75
C01,dupatta,2025-04-21,0,0,48584.05
C01,dupatta,2025-04-28,0,0,44201.93
C01,dupatta,2025-05-05,0,0,39511.69
C01,dupatta,2025-05-12,0,0,46135.0
C01,dupatta,2025-05-19,2,1,43427.2
C01,dupatta,2025-05-26,0,0,45095.92
C01,dupatta,2025-06-02,1,1,44804.91
C01,dupatta,2025-06-09,1,1,44384.17
C01,dupatta,2025-06-16,2,2,46778.27
C01,dupatta,2025-06-23,0,0,41551.05
C01,dupatta,2025-06-30,0,0,43836.72
C01,dupatta,2025-07-07,0,0,46539.09
C01,dupatta,2025-07-14,0,0,43618.31
C01,dupatta,2025-07-21,1,1,41380.18
C01,dupatta,2025-07-28,0,0,46504.25
C01,dupatta,2025-08-04,1,1,47526.96
C01,dupatta,2025-08-11,0,0,44898.76
C01,dupatta,2025-08-18,1,1,40588.1
C01,dupatta,2025-08-25,0,0,46588.43
C01,dupatta,2025-09-01,0,0,41265.25
C01,dupatta,2025-09-08,1,1,45694.8
C01,dupatta,2025-09-15,0,0,43003.21
C01,dupatta,2025-09-22,0,0,42390.36
C01,dupatta,2025-09-29,0,0,44005.7
C01,dupatta,2025-10-06,1,1,44587.58
C01,dupatta,2025-10-13,1,0,43550.53
C01,dupatta,2025-10-20,0,0,46324.58
C01,dupatta,2025-10-27,1,1,43996.34
C01,dupatta,2025-11-03,0,0,47205.43
C01,dupatta,2025-11-10,1,1,45632.64
C01,dupatta,2025-11-17,0,0,43430.5
C01,dupatta,2025-11-24,1,1,43051.64
C01,dupatta,2025-12-01,0,0,41293.13
C01,dupatta,2025-12-08,0,0,45654.15
C01,dupatta,2025-12-15,0,0,44202.18
C01,dupatta,2025-12-22,0,0,39662.56
C01,dupatta,2025-12-29,1,1,43794.64
C01,dupatta,2026-01-05,1,1,42972.67
C01,dupatta,2026-01-12,0,0,48545.27
C01,dupatta,2026-01-19,0,0,41168.75
C01,dupatta,2026-01-26,1,1,41756.96
C01,dupatta,2026-02-02,0,0,47497.43
C01,dupatta,2026-02-09,1,1,48052.72
C01,dupatta,2026-02-16,0,0,43323.79
C01,dupatta,2026-02-23,1,0,43577.81
C01,dupatta,2026-03-02,0,0,46386.53
C01,dupatta,2026-03-09,0,0,39764.03
C01,dupatta,2026-03-16,0,0,40812.31
C01,dupatta,2026-03-23,0,0,44368.35
C01,dupatta,2026-03-30,1,1,48487.25
C01,dupatta,2026-04-06,2,2,44019.61
C01,dupatta,2026-04-13,1,1,45227.11
C01,dupatta,2026-04-20,1,1,47551.03
C01,dupatta,2026-04-27,0,0,49740.49
C01,dupatta,2026-05-04,0,0,43702.09
C01,dupatta,2026-05-11,0,0,44962.12
C01,dupatta,2026-05-18,0,0,49099.62
C01,dupatta,2026-05-25,1,1,41575.05
C01,dupatta,2026-06-01,1,1,47312.06
C01,dupatta,2026-06-08,0,0,42708.79
C01,dupatta,2026-06-15,0,0,45230.56
C01,dupatta,2026-06-22,0,0,44454.11
C01,stole,2021-07-05,1,1,44997.48
C01,stole,2021-07-12,1,1,39971.17
C01,stole,2021-07-19,0,0,45804.07
C01,stole,2021-07-26,0,0,49375.35
C01,stole,2021-08-02,2,2,48545.82
C01,stole,2021-08-09,0,0,49119.65
C01,stole,2021-08-16,0,0,42705.54
C01,stole,2021-08-23,1,1,47052.34
C01,stole,2021-08-30,0,0,43375.51
C01,stole,2021-09-06,2,2,45504.65
C01,stole,2021-09-13,0,0,42135.86
C01,stole,2021-09-20,0,0,43549.97
C01,stole,2021-09-27,2,2,43478.44
C01,stole,2021-10-04,1,1,47021.75
C01,stole,2021-10-11,0,0,46801.62
C01,stole,2021-10-18,0,0,45622.84
C01,stole,2021-10-25,0,0,41961.55
C01,stole,2021-11-01,0,0,44298.81
C01,stole,2021-11-08,1,1,43321.24
C01,stole,2021-11-15,0,0,46956.77
C01,stole,2021-11-22,0,0,47650.92
C01,stole,2021-11-29,0,0,47376.87
C01,stole,2021-12-06,0,0,43300.76
C01,stole,2021-12-13,0,0,38836.05
C01,stole,2021-12-20,0,0,41024.34
C01,stole,2021-12-27,1,1,48198.66
C01,stole,2022-01-03,0,0,44097.18
C01,stole,2022-01-10,3,3,43310.87
C01,stole,2022-01-17,1,0,48695.99
C01,stole,2022-01-24,1,1,47846.61
C01,stole,2022-01-31,1,1,45055.01
C01,stole,2022-02-07,1,1,44339.84
C01,stole,2022-02-14,0,0,44702.77
C01,stole,2022-02-21,0,0,45511.12
C01,stole,2022-02-28,0,0,48600.11
C01,stole,2022-03-07,0,0,45950.55
C01,stole,2022-03-14,0,0,46633.57
C01,stole,2022-03-21,0,0,47630.86
C01,stole,2022-03-28,0,0,42368.23
C01,stole,2022-04-04,0,0,46698.44
C01,stole,2022-04-11,1,0,44337.22
C01,stole,2022-04-18,0,0,39338.79
C01,stole,2022-04-25,0,0,40211.62
C01,stole,2022-05-02,0,0,42709.24
C01,stole,2022-05-09,0,0,46195.25
C01,stole,2022-05-16,2,2,45256.05
C01,stole,2022-05-23,1,1,45414.83
C01,stole,2022-05-30,0,0,49389.62
C01,stole,2022-06-06,0,0,42144.55
C01,stole,2022-06-13,0,0,44938.27
C01,stole,2022-06-20,1,0,45684.98
C01,stole,2022-06-27,1,1,43343.39
C01,stole,2022-07-04,0,0,45063.74
C01,stole,2022-07-11,0,0,41400.11
C01,stole,2022-07-18,0,0,48172.29
C01,stole,2022-07-25,0,0,43466.37
C01,stole,2022-08-01,2,1,49570.65
C01,stole,2022-08-08,0,0,44926.93
C01,stole,2022-08-15,2,2,47313.12
C01,stole,2022-08-22,1,1,44880.07
C01,stole,2022-08-29,1,1,44930.83
C01,stole,2022-09-05,1,1,43685.93
C01,stole,2022-09-12,1,1,45268.03
C01,stole,2022-09-19,0,0,45715.5
C01,stole,2022-09-26,0,0,43235.42
C01,stole,2022-10-03,0,0,44718.65
C01,stole,2022-10-10,0,0,43627.28
C01,stole,2022-10-17,0,0,50174.24
C01,stole,2022-10-24,0,0,44798.11
C01,stole,2022-10-31,0,0,48476.77
C01,stole,2022-11-07,2,2,44559.85
C01,stole,2022-11-14,0,0,45583.4
C01,stole,2022-11-21,0,0,42026.93
C01,stole,2022-11-28,1,0,43994.09
C01,stole,2022-12-05,0,0,45473.7
C01,stole,2022-12-12,2,2,48568.51
C01,stole,2022-12-19,1,1,45499.46
C01,stole,2022-12-26,1,0,48113.37
C01,stole,2023-01-02,0,0,46441.64
C01,stole,2023-01-09,1,1,48661.65
C01,stole,2023-01-16,1,1,44867.16
C01,stole,2023-01-23,2,2,50378.0
C01,stole,2023-01-30,1,1,43907.86
C01,stole,2023-02-06,0,0,43275.46
C01,stole,2023-02-13,0,0,42277.38
C01,stole,2023-02-20,3,3,50244.81
C01,stole,2023-02-27,1,1,46843.76
C01,stole,2023-03-06,1,1,44248.23
C01,stole,2023-03-13,0,0,47810.3
