cluster_id,cluster_name,state,week_start_date,units_ordered,units_delivered,gross_merchandise_value_inr,delivered_revenue_inr,cash_in_inr,raw_material_cost_inr,wage_cost_inr,loom_maintenance_cost_inr,working_capital_drag_inr,net_income_accrual_inr,net_cashflow_inr,active_weavers_est,income_per_active_weaver_inr,pending_receivables_inr,receivable_weeks_outstanding,income_volatility_score,credit_need_flag
C01,Patan Patola,Gujarat,2023-12-04,4,4,178244.58,91018.88,134641.21,19761.42,33676.99,801.76,1075.31,36778.71,79325.73,4,9194.68,716873.33,4.19,1.415,False
C01,Patan Patola,Gujarat,2023-12-11,7,7,302974.65,207335.12,221847.24,45006.1,76713.99,1202.39,1053.54,84412.64,97871.22,6,14068.77,702361.21,3.74,1.384,False
C01,Patan Patola,Gujarat,2023-12-18,2,2,90964.37,0.0,356156.25,0.0,0.0,400.76,519.31,-400.76,355236.18,2,-200.38,346204.96,2.09,1.365,False
C01,Patan Patola,Gujarat,2023-12-25,4,4,178566.46,490239.31,140847.45,106243.02,181388.54,1001.69,1043.4,201606.06,-148829.2,5,40321.21,695596.82,3.53,1.336,False
C01,Patan Patola,Gujarat,2024-01-01,2,2,91189.09,87718.67,192558.07,18986.89,32455.91,400.59,886.14,35875.28,139828.54,2,17937.64,590757.42,3.01,1.312,False
C01,Patan Patola,Gujarat,2024-01-08,4,4,185762.43,135620.43,201049.43,29319.45,50179.56,1001.99,787.99,55119.43,119760.44,5,11023.89,525328.42,2.94,1.491,False
C01,Patan Patola,Gujarat,2024-01-15,4,4,182042.07,321240.78,168501.82,69490.75,118859.09,801.92,1017.1,132089.02,-21667.04,4,33022.25,678067.38,2.62,2.004,False
C01,Patan Patola,Gujarat,2024-01-22,2,2,87432.35,133859.49,181296.58,28956.46,49528.01,401.17,945.95,54973.85,101464.99,2,27486.92,630630.29,3.72,1.584,False
C01,Patan Patola,Gujarat,2024-01-29,4,4,181392.77,82106.66,277132.91,17717.86,30379.46,200.67,653.41,33808.67,228181.51,1,33808.67,435604.04,2.59,1.386,False
C01,Patan Patola,Gujarat,2024-02-05,6,6,270664.42,39786.94,306993.57,8592.67,14721.17,1003.84,252.6,15469.26,282423.29,5,3093.85,168397.41,1.17,1.232,False
C01,Patan Patola,Gujarat,2024-02-12,4,4,180122.26,95700.71,83396.38,20701.96,35409.26,803.48,271.05,38786.01,26210.63,4,9696.5,180701.74,2.06,1.517,False
C01,Patan Patola,Gujarat,2024-02-19,4,4,189170.41,258039.71,46770.35,56001.14,95474.69,803.81,587.96,105760.07,-106097.25,4,26440.02,391971.1,3.3,1.327,False
C01,Patan Patola,Gujarat,2024-02-26,5,5,232379.32,43126.5,48930.36,9405.18,15956.8,1407.38,579.25,16357.14,21581.75,7,2336.73,386167.24,3.54,1.581,False
C01,Patan Patola,Gujarat,2024-03-04,6,6,261488.74,189273.4,44112.66,41360.85,70031.16,1408.1,796.99,76473.29,-69484.44,7,10924.76,531327.98,3.63,2.384,True
C01,Patan Patola,Gujarat,2024-03-11,3,3,136773.96,386380.33,402443.13,84723.11,142960.72,804.96,772.9,157891.54,173181.44,4,39472.88,515265.18,2.35,1.692,False
C01,Patan Patola,Gujarat,2024-03-18,4,4,176501.97,309531.4,259177.16,67776.62,114526.62,805.37,848.43,126422.79,75220.12,4,31605.7,565619.42,2.44,1.759,False
C01,Patan Patola,Gujarat,2024-03-25,1,1,44494.78,184187.19,128412.67,40225.02,68149.26,201.42,932.09,75611.49,18904.88,1,75611.49,621393.94,2.32,2.385,False
C01,Patan Patola,Gujarat,2024-04-01,4,4,181850.72,46249.92,311965.14,10116.93,17112.47,806.1,533.52,18214.42,283396.12,4,4553.6,355678.72,1.54,2.384,False
C01,Patan Patola,Gujarat,2024-04-08,8,8,354599.2,46379.46,220591.53,10118.68,17160.4,2222.65,272.2,16877.73,190817.6,11,1534.34,181466.65,1.24,1.828,False
C01,Patan Patola,Gujarat,2024-04-15,9,9,415257.57,270731.42,137192.65,58910.74,100170.63,1215.55,472.51,110434.5,-23576.78,6,18405.75,315005.42,2.3,1.445,False
