cluster_id,product_category,week_start_date,units_ordered,units_delivered,avg_order_value_inr
C01,saree,2023-10-09,8,7,42940.74
C01,saree,2023-10-16,17,16,47206.51
C01,saree,2023-10-23,3,3,47183.62
C01,saree,2023-10-30,6,6,42759.7
C01,saree,2023-11-06,21,20,46109.85
C01,saree,2023-11-13,4,4,44758.05
C01,saree,2023-11-20,5,4,46247.24
C01,saree,2023-11-27,6,6,45519.01
C01,saree,2023-12-04,7,6,47691.76
C01,saree,2023-12-11,7,6,45169.65
C01,saree,2023-12-18,8,8,44622.28
C01,saree,2023-12-25,6,5,47466.14
C01,saree,2024-01-01,15,15,46305.89
C01,saree,2024-01-08,14,12,46646.58
C01,saree,2024-01-15,15,14,43504.68
C01,saree,2024-01-22,7,6,42648.16
C01,saree,2024-01-29,4,4,43722.63
C01,saree,2024-02-05,7,6,43603.15
C01,saree,2024-02-12,5,3,46768.95
C01,saree,2024-02-19,9,9,47195.96
C01,saree,2024-02-26,5,4,44650.96
C01,saree,2024-03-04,7,6,48219.57
C01,saree,2024-03-11,8,8,48079.06
C01,saree,2024-03-18,11,9,45547.65
C01,saree,2024-03-25,10,10,43150.74
C01,saree,2024-04-01,12,11,48544.6
C01,saree,2024-04-08,16,16,44862.71
C01,saree,2024-04-15,11,11,45283.87
C01,saree,2024-04-22,8,7,44235.89
C01,saree,2024-04-29,8,8,42997.97
C01,saree,2024-05-06,6,6,41695.56
C01,saree,2024-05-13,9,9,46423.95
C01,saree,2024-05-20,9,9,43237.35
C01,saree,2024-05-27,8,7,51883.95
C01,saree,2024-06-03,6,5,42556.33
C01,saree,2024-06-10,8,8,42170.89
C01,saree,2024-06-17,14,13,46147.81
C01,saree,2024-06-24,8,8,48440.96
C01,saree,2024-07-01,13,12,45145.33
C01,saree,2024-07-08,9,9,46287.55
C01,saree,2024-07-15,4,4,40852.02
C01,saree,2024-07-22,6,6,43475.6
C01,saree,2024-07-29,9,8,42584.36
C01,saree,2024-08-05,9,9,40736.15
C01,saree,2024-08-12,12,12,45263.21
C01,saree,2024-08-19,7,6,39953.64
C01,saree,2024-08-26,6,5,42025.06
C01,saree,2024-09-02,12,12,43791.31
C01,saree,2024-09-09,10,9,43129.61
C01,saree,2024-09-16,12,10,45891.92
C01,saree,2024-09-23,7,7,45687.56
C01,saree,2024-09-30,14,13,47011.05
C01,saree,2024-10-07,10,10,46692.86
C01,saree,2024-10-14,5,4,47566.83
C01,saree,2024-10-21,13,13,44995.68
C01,saree,2024-10-28,13,12,45682.8
C01,saree,2024-11-04,15,15,46150.91
C01,saree,2024-11-11,8,8,45318.73
C01,saree,2024-11-18,4,3,44106.31
C01,saree,2024-11-25,4,4,44252.0
C01,saree,2024-12-02,3,2,43160.49
C01,saree,2024-12-09,3,2,45948.64
C01,saree,2024-12-16,6,5,44788.47
C01,saree,2024-12-23,10,10,43507.86
C01,saree,2024-12-30,6,5,43509.95
C01,saree,2025-01-06,10,10,42276.6
C01,saree,2025-01-13,13,13,47202.39
C01,saree,2025-01-20,16,14,45176.89
C01,saree,2025-01-27,4,4,43058.7
C01,saree,2025-02-03,7,7,46819.23
C01,saree,2025-02-10,3,3,43738.99
C01,saree,2025-02-17,11,10,41835.37
C01,saree,2025-02-24,10,9,47297.75
C01,saree,2025-03-03,9,9,43791.53
C01,saree,2025-03-10,8,7,44079.98
C01,saree,2025-03-17,13,13,45092.66
C01,saree,2025-03-24,7,7,47570.83
C01,saree,2025-03-31,4,4,45045.08
C01,saree,2025-04-07,5,3,42301.99
C01,saree,2025-04-14,4,4,46223.72
C01,saree,2025-04-21,7,7,43908.77
C01,saree,2025-04-28,6,6,49247.83
C01,saree,2025-05-05,10,9,44997.48
C01,saree,2025-05-12,8,8,39971.17
C01,saree,2025-05-19,5,5,45804.07
C01,saree,2025-05-26,13,10,49375.35
C01,saree,2025-06-02,5,5,48545.82
C01,saree,2025-06-09,9,9,49119.65
C01,saree,2025-06-16,5,5,42705.54
C01,saree,2025-06-23,12,11,47052.34
C01,saree,2025-06-30,4,4,43375.51
C01,saree,2025-07-07,3,3,45504.65
C01,saree,2025-07-14,6,6,42135.86
C01,saree,2025-07-21,9,8,43549.97
C01,saree,2025-07-28,12,11,43478.44
C01,saree,2025-08-04,11,11,47021.75
C01,saree,2025-08-11,6,6,46801.62
C01,saree,2025-08-18,7,6,45622.84
C01,saree,2025-08-25,9,9,41961.55
C01,saree,2025-09-01,14,14,44298.81
C01,saree,2025-09-08,11,10,43321.24
C01,saree,2025-09-15,7,7,46956.77
C01,saree,2025-09-22,12,12,47650.92
C01,saree,2025-09-29,9,9,47376.87
C01,saree,2025-10-06,5,5,43300.76
C01,saree,2025-10-13,9,9,38836.05
C01,saree,2025-10-20,6,5,41024.34
C01,saree,2025-10-27,12,11,48198.66
C01,saree,2025-11-03,5,5,44097.18
C01,saree,2025-11-10,9,8,43310.87
C01,saree,2025-11-17,6,6,48695.99
C01,saree,2025-11-24,5,4,47846.61
C01,saree,2025-12-01,6,6,45055.01
C01,saree,2025-12-08,2,2,44339.84
C01,saree,2025-12-15,12,12,44702.77
C01,saree,2025-12-22,8,8,45511.12
C01,saree,2025-12-29,6,6,48600.11
C01,saree,2026-01-05,11,11,45950.55
C01,saree,2026-01-12,13,13,46633.57
C01,saree,2026-01-19,17,16,47630.86
C01,saree,2026-01-26,6,5,42368.23
C01,saree,2026-02-02,4,4,46698.44
C01,saree,2026-02-09,4,3,44337.22
C01,saree,2026-02-16,10,9,39338.79
C01,saree,2026-02-23,11,9,40211.62
C01,saree,2026-03-02,8,7,42709.24
C01,saree,2026-03-09,4,4,46195.25
C01,saree,2026-03-16,14,13,45256.05
C01,saree,2026-03-23,13,12,45414.83
C01,saree,2026-03-30,4,3,49389.62
C01,saree,2026-04-06,10,10,42144.55
C01,saree,2026-04-13,9,9,44938.27
C01,saree,2026-04-20,5,5,45684.98
C01,saree,2026-04-27,14,12,43343.39
C01,saree,2026-05-04,7,7,45063.74
C01,saree,2026-05-11,11,10,41400.11
C01,saree,2026-05-18,11,10,48172.29
C01,saree,2026-05-25,6,4,43466.37
C01,saree,2026-06-01,10,10,49570.65
C01,saree,2026-06-08,10,9,44926.93
C01,saree,2026-06-15,5,4,47313.12
C01,saree,2026-06-22,8,8,44880.07
C01,dupatta,2021-07-05,0,0,45708.18
C01,dupatta,2021-07-12,2,2,44620.1
C01,dupatta,2021-07-19,2,2,41440.61
C01,dupatta,2021-07-26,2,2,45021.49
C01,dupatta,2021-08-02,1,1,42523.73
C01,dupatta,2021-08-09,3,3,41097.63
C01,dupatta,2021-08-16,1,1,45307.96
C01,dupatta,2021-08-23,0,0,46097.74
C01,dupatta,2021-08-30,0,0,46185.07
C01,dupatta,2021-09-06,1,0,46276.13
C01,dupatta,2021-09-13,0,0,40651.67
C01,dupatta,2021-09-20,1,1,41937.71
C01,dupatta,2021-09-27,1,1,49440.42
C01,dupatta,2021-10-04,0,0,42643.78
C01,dupatta,2021-10-11,2,1,46374.39
C01,dupatta,2021-10-18,5,5,43454.39
C01,dupatta,2021-10-25,2,2,45179.26
C01,dupatta,2021-11-01,0,0,43575.18
C01,dupatta,2021-11-08,0,0,46263.47
C01,dupatta,2021-11-15,2,2,45307.74
C01,dupatta,2021-11-22,0,0,43991.35
C01,dupatta,2021-11-29,0,0,42637.11
C01,dupatta,2021-12-06,0,0,45602.49
C01,dupatta,2021-12-13,2,2,42271.38
C01,dupatta,2021-12-20,3,3,45961.83
C01,dupatta,2021-12-27,0,0,50909.59
C01,dupatta,2022-01-03,0,0,48037.88
C01,dupatta,2022-01-10,1,1,46616.28
C01,dupatta,2022-01-17,0,0,44807.38
C01,dupatta,2022-01-24,1,1,40637.81
C01,dupatta,2022-01-31,3,3,42024.86
C01,dupatta,2022-02-07,0,0,47886.28
C01,dupatta,2022-02-14,1,1,43223.05
C01,dupatta,2022-02-21,1,1,43426.68
C01,dupatta,2022-02-28,0,0,44627.29
C01,dupatta,2022-03-07,2,2,42610.4
C01,dupatta,2022-03-14,1,1,42239.77
C01,dupatta,2022-03-21,1,1,44886.43
C01,dupatta,2022-03-28,0,0,42994.06
C01,dupatta,2022-04-04,0,0,43332.71
C01,dupatta,2022-04-11,1,1,43242.32
C01,dupatta,2022-04-18,1,1,46175.31
C01,dupatta,2022-04-25,0,0,44477.72
C01,dupatta,2022-05-02,1,1,44598.21
C01,dupatta,2022-05-09,4,4,46343.13
C01,dupatta,2022-05-16,0,0,44680.41
C01,dupatta,2022-05-23,3,3,44373.93
C01,dupatta,2022-05-30,1,1,46058.51
C01,dupatta,2022-06-06,0,0,46503.45
C01,dupatta,2022-06-13,0,0,44669.08
C01,dupatta,2022-06-20,1,1,45181.37
C01,dupatta,2022-06-27,2,1,43240.97
C01,dupatta,2022-07-04,2,2,43063.46
C01,dupatta,2022-07-11,0,0,46730.58
C01,dupatta,2022-07-18,1,1,46001.12
C01,dupatta,2022-07-25,0,0,46024.42
C01,dupatta,2022-08-01,0,0,45631.92
C01,dupatta,2022-08-08,1,1,45103.96
C01,dupatta,2022-08-15,0,0,46566.93
C01,dupatta,2022-08-22,1,1,47103.99
C01,dupatta,2022-08-29,2,2,47050.26
C01,dupatta,2022-09-05,3,3,44773.25
C01,dupatta,2022-09-12,0,0,48120.73
C01,dupatta,2022-09-19,0,0,45514.04
C01,dupatta,2022-09-26,5,4,46422.85
C01,dupatta,2022-10-03,0,0,45634.7
C01,dupatta,2022-10-10,1,1,45555.77
C01,dupatta,2022-10-17,0,0,43344.56
C01,dupatta,2022-10-24,2,2,46578.04
C01,dupatta,2022-10-31,1,1,51401.91
C01,dupatta,2022-11-07,0,0,44156.71
C01,dupatta,2022-11-14,0,0,45159.74
C01,dupatta,2022-11-21,2,2,43996.04
C01,dupatta,2022-11-28,0,0,43901.96
C01,dupatta,2022-12-05,0,0,48475.01
C01,dupatta,2022-12-12,0,0,43485.82
C01,dupatta,2022-12-19,1,0,43933.32
C01,dupatta,2022-12-26,1,1,41428.14
C01,dupatta,2023-01-02,1,1,43295.37
C01,dupatta,2023-01-09,0,0,41156.1
C01,dupatta,2023-01-16,6,6,46421.56
C01,dupatta,2023-01-23,0,0,51299.32
C01,dupatta,2023-01-30,0,0,44174.97
C01,dupatta,2023-02-06,0,0,41249.79
C01,dupatta,2023-02-13,0,0,47025.0
C01,dupatta,2023-02-20,0,0,43364.42
C01,dupatta,2023-02-27,2,2,47923.53
C01,dupatta,2023-03-06,0,0,44365.43
C01,dupatta,2023-03-13,1,1,43578.41
C01,dupatta,2023-03-20,0,0,44599.6
C01,dupatta,2023-03-27,0,0,46705.0
C01,dupatta,2023-04-03,1,1,44488.3
C01,dupatta,2023-04-10,3,3,43882.37
C01,dupatta,2023-04-17,2,2,44552.63
C01,dupatta,2023-04-24,2,2,42138.33
C01,dupatta,2023-05-01,0,0,45893.32
C01,dupatta,2023-05-08,1,1,40979.87
C01,dupatta,2023-05-15,0,0,44000.73
C01,dupatta,2023-05-22,0,0,46708.62
C01,dupatta,2023-05-29,1,1,45681.86
C01,dupatta,2023-06-05,0,0,46328.22
C01,dupatta,2023-06-12,0,0,44853.65
C01,dupatta,2023-06-19,3,3,47631.93
C01,dupatta,2023-06-26,0,0,47080.57
C01,dupatta,2023-07-03,1,1,46003.82
C01,dupatta,2023-07-10,2,2,47086.98
C01,dupatta,2023-07-17,2,2,46688.45
C01,dupatta,2023-07-24,1,1,44011.21
C01,dupatta,2023-07-31,1,1,41976.23
C01,dupatta,2023-08-07,0,0,45945.81
C01,dupatta,2023-08-14,1,1,46228.7
C01,dupatta,2023-08-21,0,0,47453.56
C01,dupatta,2023-08-28,1,1,42893.28
C01,dupatta,2023-09-04,1,1,42960.53
C01,dupatta,2023-09-11,0,0,46034.78
C01,dupatta,2023-09-18,0,0,44839.87
C01,dupatta,2023-09-25,2,2,40757.04
C01,dupatta,2023-10-02,3,3,45843.99
C01,dupatta,2023-10-09,3,3,40832.05
C01,dupatta,2023-10-16,1,1,42873.17
C01,dupatta,2023-10-23,1,1,48041.28
C01,dupatta,2023-10-30,0,0,49105.98
C01,dupatta,2023-11-06,0,0,42264.77
C01,dupatta,2023-11-13,0,0,44258.87
C01,dupatta,2023-11-20,1,1,45095.9
C01,dupatta,2023-11-27,0,0,49007.76
C01,dupatta,2023-12-04,0,0,43891.04
C01,dupatta,2023-12-11,0,0,43927.01
C01,dupatta,2023-12-18,0,0,48484.63
C01,dupatta,2023-12-25,2,2,44156.72
C01,dupatta,2024-01-01,3,3,46624.95
C01,dupatta,2024-01-08,1,1,41676.43
C01,dupatta,2024-01-15,2,1,44614.73
C01,dupatta,2024-01-22,2,1,41265.91
C01,dupatta,2024-01-29,0,0,42625.27
C01,dupatta,2024-02-05,0,0,46888.2
C01,dupatta,2024-02-12,1,1,44887.71
C01,dupatta,2024-02-19,3,3,44282.01
C01,dupatta,2024-02-26,0,0,43315.31
C01,dupatta,2024-03-04,0,0,44503.52
C01,dupatta,2024-03-11,1,1,45677.5
C01,dupatta,2024-03-18,0,0,47211.56
C01,dupatta,2024-03-25,1,1,39093.42
C01,dupatta,2024-04-01,3,3,43128.54
C01,dupatta,2024-04-08,3,3,45357.97
C01,dupatta,2024-04-15,2,2,44777.56
C01,dupatta,2024-04-22,0,0,45907.6
C01,dupatta,2024-04-29,0,0,45601.97
C01,dupatta,2024-05-06,0,0,44314.05
C01,dupatta,2024-05-13,0,0,43814.58
C01,dupatta,2024-05-20,2,2,44447.62
C01,dupatta,2024-05-27,1,1,47584.67
C01,dupatta,2024-06-03,1,1,43352.98
C01,dupatta,2024-06-10,0,0,44858.68
C01,dupatta,2024-06-17,1,1,45412.52
C01,dupatta,2024-06-24,2,2,48510.79
C01,dupatta,2024-07-01,0,0,44324.31
C01,dupatta,2024-07-08,0,0,47157.31
C01,dupatta,2024-07-15,0,0,47771.95
C01,dupatta,2024-07-22,0,0,44856.55
C01,dupatta,2024-07-29,1,1,44525.88
C01,dupatta,2024-08-05,1,1,44259.63
C01,dupatta,2024-08-12,2,2,44424.4
C01,dupatta,2024-08-19,1,1,46922.04
C01,dupatta,2024-08-26,2,2,45519.77
C01,dupatta,2024-09-02,1,1,45529.4
C01,dupatta,2024-09-09,1,1,42468.25
C01,dupatta,2024-09-16,2,2,42823.15
C01,dupatta,2024-09-23,1,1,49822.76
C01,dupatta,2024-09-30,1,1,44599.89
C01,dupatta,2024-10-07,0,0,43256.76
C01,dupatta,2024-10-14,3,3,48219.97
C01,dupatta,2024-10-21,3,3,45634.07
C01,dupatta,2024-10-28,3,2,46300.85
C01,dupatta,2024-11-04,1,1,44689.39
C01,dupatta,2024-11-11,2,2,44282.99
C01,dupatta,2024-11-18,2,2,44618.43
C01,dupatta,2024-11-25,0,0,41888.84
C01,dupatta,2024-12-02,1,1,44802.16
C01,dupatta,2024-12-09,0,0,45666.07
C01,dupatta,2024-12-16,2,2,49163.54
C01,dupatta,2024-12-23,2,2,45193.5
C01,dupatta,2024-12-30,0,0,39748.1
C01,dupatta,2025-01-06,1,1,44788.53
C01,dupatta,2025-01-13,1,1,51163.88
C01,dupatta,2025-01-20,1,1,46949.32
C01,dupatta,2025-01-27,0,0,43175.5
C01,dupatta,2025-02-03,0,0,46329.99
C01,dupatta,2025-02-10,2,2,43330.47
C01,dupatta,2025-02-17,2,2,41953.93
C01,dupatta,2025-02-24,1,1,44216.17
C01,dupatta,2025-03-03,0,0,45205.93
C01,dupatta,2025-03-10,1,1,40787.65
C01,dupatta,2025-03-17,4,4,42414.39
C01,dupatta,2025-03-24,2,2,45023.26
C01,dupatta,2025-03-31,2,2,44081.61
C01,dupatta,2025-04-07,0,0,45888.33
C01,dupatta,2025-04-14,1,1,42267.0
C01,dupatta,2025-04-21,0,0,46606.76
C01,dupatta,2025-04-28,0,0,42336.54
C01,dupatta,2025-05-05,0,0,48696.15
C01,dupatta,2025-05-12,1,1,41139.54
C01,dupatta,2025-05-19,2,2,42541.75
C01,dupatta,2025-05-26,2,2,45939.08
C01,dupatta,2025-06-02,0,0,48744.52
C01,dupatta,2025-06-09,0,0,45708.85
C01,dupatta,2025-06-16,4,4,46266.43
C01,dupatta,2025-06-23,1,1,45039.46
C01,dupatta,2025-06-30,1,1,42690.6
C01,dupatta,2025-07-07,0,0,43897.19
C01,dupatta,2025-07-14,3,3,42273.2
C01,dupatta,2025-07-21,2,1,42122.9
C01,dupatta,2025-07-28,2,2,45903.94
C01,dupatta,2025-08-04,2,2,42472.85
C01,dupatta,2025-08-11,4,3,45719.0
C01,dupatta,2025-08-18,3,3,42070.9
C01,dupatta,2025-08-25,2,2,45666.86
C01,dupatta,2025-09-01,2,1,43900.46
C01,dupatta,2025-09-08,2,2,48164.88
C01,dupatta,2025-09-15,3,3,45728.37
C01,dupatta,2025-09-22,2,2,47780.51
C01,dupatta,2025-09-29,0,0,43299.79
C01,dupatta,2025-10-06,2,2,45126.32
C01,dupatta,2025-10-13,2,2,42792.55
C01,dupatta,2025-10-20,2,2,44069.39
C01,dupatta,2025-10-27,5,4,44410.27
C01,dupatta,2025-11-03,1,0,43366.82
C01,dupatta,2025-11-10,1,1,42265.12
C01,dupatta,2025-11-17,0,0,41819.59
C01,dupatta,2025-11-24,0,0,39735.57
C01,dupatta,2025-12-01,1,1,42623.22
C01,dupatta,2025-12-08,0,0,46411.86
C01,dupatta,2025-12-15,0,0,41403.38
C01,dupatta,2025-12-22,2,2,41921.72
C01,dupatta,2025-12-29,0,0,49029.52
C01,dupatta,2026-01-05,1,1,43567.88
C01,dupatta,2026-01-12,2,1,45722.35
C01,dupatta,2026-01-19,1,1,46445.21
C01,dupatta,2026-01-26,0,0,46490.68
C01,dupatta,2026-02-02,2,2,41574.79
C01,dupatta,2026-02-09,0,0,44480.12
C01,dupatta,2026-02-16,0,0,41358.99
C01,dupatta,2026-02-23,1,1,50504.22
C01,dupatta,2026-03-02,1,0,41411.53
C01,dupatta,2026-03-09,3,3,42642.36
C01,dupatta,2026-03-16,1,1,42658.65
C01,dupatta,2026-03-23,4,3,41632.51
C01,dupatta,2026-03-30,1,1,48043.34
C01,dupatta,2026-04-06,1,1,50450.51
C01,dupatta,2026-04-13,3,3,43929.56
C01,dupatta,2026-04-20,1,1,42029.05
C01,dupatta,2026-04-27,1,1,39966.92
C01,dupatta,2026-05-04,0,0,44450.76
C01,dupatta,2026-05-11,1,1,44288.18
C01,dupatta,2026-05-18,1,1,43534.58
C01,dupatta,2026-05-25,0,0,45498.09
C01,dupatta,2026-06-01,1,1,45889.14
C01,dupatta,2026-06-08,2,2,45726.94
C01,dupatta,2026-06-15,3,3,44288.72
C01,dupatta,2026-06-22,1,1,42521.35
C01,stole,2021-07-05,1,1,44048.96
C01,stole,2021-07-12,1,1,43501.46
C01,stole,2021-07-19,1,1,43760.66
C01,stole,2021-07-26,0,0,48732.52
C01,stole,2021-08-02,1,1,38672.22
C01,stole,2021-08-09,4,4,42743.84
C01,stole,2021-08-16,2,1,51145.4
C01,stole,2021-08-23,2,2,46329.48
C01,stole,2021-08-30,0,0,42511.53
C01,stole,2021-09-06,0,0,44905.68
C01,stole,2021-09-13,1,1,45151.77
C01,stole,2021-09-20,2,2,46903.78
C01,stole,2021-09-27,0,0,49138.88
C01,stole,2021-10-04,2,2,45874.24
C01,stole,2021-10-11,0,0,43785.48
C01,stole,2021-10-18,0,0,46770.94
C01,stole,2021-10-25,1,1,43428.93
C01,stole,2021-11-01,3,3,42674.99
C01,stole,2021-11-08,2,2,41040.21
C01,stole,2021-11-15,1,1,41478.46
C01,stole,2021-11-22,3,3,42983.0
C01,stole,2021-11-29,1,1,42349.97
C01,stole,2021-12-06,1,1,45704.78
C01,stole,2021-12-13,2,2,42301.35
C01,stole,2021-12-20,0,0,37926.75
C01,stole,2021-12-27,1,1,42651.2
C01,stole,2022-01-03,0,0,43938.32
C01,stole,2022-01-10,0,0,43637.74
C01,stole,2022-01-17,2,2,48418.93
C01,stole,2022-01-24,0,0,43619.53
C01,stole,2022-01-31,0,0,46982.08
C01,stole,2022-02-07,0,0,44957.29
C01,stole,2022-02-14,0,0,44904.81
C01,stole,2022-02-21,1,1,43120.39
C01,stole,2022-02-28,2,2,44867.74
C01,stole,2022-03-07,1,1,43278.53
C01,stole,2022-03-14,0,0,45382.55
C01,stole,2022-03-21,0,0,44468.44
C01,stole,2022-03-28,2,2,42874.59
C01,stole,2022-04-04,0,0,47231.76
C01,stole,2022-04-11,1,1,45960.39
C01,stole,2022-04-18,3,3,43991.86
C01,stole,2022-04-25,2,2,45327.36
C01,stole,2022-05-02,1,1,44811.4
C01,stole,2022-05-09,4,2,43047.92
C01,stole,2022-05-16,2,2,45158.62
C01,stole,2022-05-23,1,1,43602.72
C01,stole,2022-05-30,2,2,42873.9
C01,stole,2022-06-06,2,1,41348.77
C01,stole,2022-06-13,1,1,44193.13
C01,stole,2022-06-20,1,1,46275.68
C01,stole,2022-06-27,1,1,43437.02
C01,stole,2022-07-04,3,3,50671.59
C01,stole,2022-07-11,1,1,46992.79
C01,stole,2022-07-18,1,1,47934.74
C01,stole,2022-07-25,3,3,46789.3
C01,stole,2022-08-01,1,0,49168.95
C01,stole,2022-08-08,0,0,43229.25
C01,stole,2022-08-15,1,1,39238.34
C01,stole,2022-08-22,0,0,43996.22
C01,stole,2022-08-29,0,0,46255.99
C01,stole,2022-09-05,2,2,45340.91
C01,stole,2022-09-12,1,1,45619.81
C01,stole,2022-09-19,1,1,47972.05
C01,stole,2022-09-26,1,1,45859.63
C01,stole,2022-10-03,1,1,46797.55
C01,stole,2022-10-10,1,0,42885.98
C01,stole,2022-10-17,1,1,42535.36
C01,stole,2022-10-24,2,2,48631.76
C01,stole,2022-10-31,0,0,45227.03
C01,stole,2022-11-07,0,0,43597.73
C01,stole,2022-11-14,0,0,43601.86
C01,stole,2022-11-21,1,1,43539.47
C01,stole,2022-11-28,3,2,43404.84
C01,stole,2022-12-05,1,1,42112.92
C01,stole,2022-12-12,2,2,41624.05
C01,stole,2022-12-19,2,1,44561.24
C01,stole,2022-12-26,1,1,43665.92
C01,stole,2023-01-02,2,2,47491.11
C01,stole,2023-01-09,0,0,45659.42
C01,stole,2023-01-16,0,0,45596.96
C01,stole,2023-01-23,1,1,43327.98
C01,stole,2023-01-30,1,1,44727.69
C01,stole,2023-02-06,1,1,45812.25
C01,stole,2023-02-13,1,1,46611.44
C01,stole,2023-02-20,1,1,44788.74
C01,stole,2023-02-27,0,0,47428.03
C01,stole,2023-03-06,0,0,45017.98
C01,stole,2023-03-13,1,1,46783.91
