week_start_date,year,month,week_of_year,festival_name,festival_proximity,is_festival_week,is_wedding_season,google_trends_source,google_trends_index,cotton_price_inr_per_kg,cotton_price_source,cpi_inflation_index,cpi_source
2021-12-13,2021,12,50,Pongal,0.08571428571428574,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),30.9,196.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),102.4,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2021-12-20,2021,12,51,Pongal,0.2857142857142857,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),38.3,197.4,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),102.5,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2021-12-27,2021,12,52,Pongal,0.48571428571428565,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),47.3,194.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),102.61,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-01-03,2022,1,1,Pongal,0.6857142857142857,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.8,193.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),102.71,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-01-10,2022,1,2,Pongal,0.8857142857142857,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),68.2,194.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),102.82,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-01-17,2022,1,3,Pongal,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),74.6,194.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),102.92,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-01-24,2022,1,4,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),41.9,193.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),103.03,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-01-31,2022,1,5,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),51.2,193.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),103.14,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-02-07,2022,2,6,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),43.4,192.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),103.24,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-02-14,2022,2,7,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),45.4,193.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),103.35,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-02-21,2022,2,8,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),46.5,196.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),103.46,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-02-28,2022,2,9,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),54.6,190.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),103.56,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-03-07,2022,3,10,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),58.8,190.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),103.67,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-03-14,2022,3,11,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),55.9,190.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),103.78,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-03-21,2022,3,12,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),54.9,191.4,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),103.88,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-03-28,2022,3,13,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),56.7,190.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),103.99,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-04-04,2022,4,14,Eid_ul_Fitr,0.19999999999999996,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),71.1,186.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),104.1,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-04-11,2022,4,15,Eid_ul_Fitr,0.4,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),79.7,187.4,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),104.2,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-04-18,2022,4,16,Eid_ul_Fitr,0.6,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),86.9,191.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),104.31,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-04-25,2022,4,17,Eid_ul_Fitr,0.8,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),89.8,187.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),104.42,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-05-02,2022,5,18,Eid_ul_Fitr,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),100.0,189.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),104.53,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-05-09,2022,5,19,Eid_ul_Fitr,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),100.0,189.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),104.63,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-05-16,2022,5,20,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),65.7,188.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),104.74,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-05-23,2022,5,21,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),67.9,186.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),104.85,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-05-30,2022,5,22,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),64.6,185.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),104.96,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-06-06,2022,6,23,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),65.4,188.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),105.07,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-06-13,2022,6,24,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),61.7,190.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),105.17,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-06-20,2022,6,25,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),61.1,193.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),105.28,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-06-27,2022,6,26,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),60.8,196.4,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),105.39,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-07-04,2022,7,27,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),50.5,197.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),105.5,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-07-11,2022,7,28,Raksha_Bandhan,0.11428571428571421,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),57.0,201.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),105.61,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-07-18,2022,7,29,Raksha_Bandhan,0.3142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),61.2,202.1,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),105.72,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-07-25,2022,7,30,Raksha_Bandhan,0.5142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),65.2,203.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),105.83,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-08-01,2022,8,31,Raksha_Bandhan,0.7142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),71.3,203.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),105.94,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-08-08,2022,8,32,Raksha_Bandhan,0.9142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),83.0,203.4,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),106.04,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-08-15,2022,8,33,Raksha_Bandhan,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),74.1,201.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),106.15,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-08-22,2022,8,34,Onam,0.5142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),62.1,204.1,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),106.26,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-08-29,2022,8,35,Onam,0.7142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),56.2,201.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),106.37,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-09-05,2022,9,36,Onam,0.9142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),66.4,203.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),106.48,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-09-12,2022,9,37,Onam,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),69.3,202.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),106.59,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-09-19,2022,9,38,Navratri_start,0.8,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),62.1,205.4,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),106.7,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-09-26,2022,9,39,Navratri_start,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),67.9,207.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),106.81,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-10-03,2022,10,40,Navratri_start,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),66.7,211.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),106.92,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-10-10,2022,10,41,Diwali,0.6,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),46.9,212.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),107.03,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-10-17,2022,10,42,Diwali,0.8,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),52.5,209.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),107.14,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-10-24,2022,10,43,Diwali,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),64.0,209.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),107.25,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-10-31,2022,10,44,Diwali,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.4,206.4,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),107.36,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-11-07,2022,11,45,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),19.9,205.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),107.47,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-11-14,2022,11,46,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),20.6,208.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),107.58,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-11-21,2022,11,47,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),21.9,209.1,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),107.7,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-11-28,2022,11,48,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),28.3,207.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),107.81,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-12-05,2022,12,49,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),27.9,204.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),107.92,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-12-12,2022,12,50,Pongal,0.05714285714285716,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),33.3,204.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),108.03,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-12-19,2022,12,51,Pongal,0.2571428571428571,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),37.3,201.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),108.14,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2022-12-26,2022,12,52,Pongal,0.4571428571428571,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),48.4,199.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),108.25,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-01-02,2023,1,1,Pongal,0.6571428571428571,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.1,200.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),108.36,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-01-09,2023,1,2,Pongal,0.8571428571428572,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),64.5,203.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),108.47,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-01-16,2023,1,3,Pongal,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),74.7,204.4,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),108.59,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-01-23,2023,1,4,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),37.6,199.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),108.7,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-01-30,2023,1,5,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),41.1,200.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),108.81,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-02-06,2023,2,6,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),43.5,200.1,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),108.92,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-02-13,2023,2,7,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),42.6,201.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),109.03,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-02-20,2023,2,8,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),51.7,204.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),109.15,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-02-27,2023,2,9,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),50.2,200.1,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),109.26,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-03-06,2023,3,10,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),54.3,198.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),109.37,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-03-13,2023,3,11,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),58.3,200.1,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),109.48,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-03-20,2023,3,12,Eid_ul_Fitr,0.08571428571428574,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),63.0,196.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),109.6,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-03-27,2023,3,13,Eid_ul_Fitr,0.2857142857142857,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),72.6,199.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),109.71,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-04-03,2023,4,14,Eid_ul_Fitr,0.48571428571428565,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),78.1,200.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),109.82,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-04-10,2023,4,15,Eid_ul_Fitr,0.6857142857142857,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),85.0,202.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),109.94,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-04-17,2023,4,16,Eid_ul_Fitr,0.8857142857142857,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),94.4,201.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),110.05,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-04-24,2023,4,17,Eid_ul_Fitr,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),92.7,203.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),110.16,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-05-01,2023,5,18,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.1,205.4,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),110.28,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-05-08,2023,5,19,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.7,205.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),110.39,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-05-15,2023,5,20,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),60.9,206.4,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),110.5,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-05-22,2023,5,21,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),66.0,207.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),110.62,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-05-29,2023,5,22,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),60.1,205.1,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),110.73,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-06-05,2023,6,23,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),61.2,204.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),110.85,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
