week_start_date,cpi_inflation_index
2024-08-26,102.06923076923077
2024-09-02,102.11538461538461
2024-09-09,102.16153846153846
2024-09-16,102.20769230769231
2024-09-23,102.25384615384615
2024-09-30,102.3
2024-10-07,102.265
2024-10-14,102.23
2024-10-21,102.195
2024-10-28,102.16
2024-11-04,102.125
2024-11-11,102.09
2024-11-18,102.05499999999999
2024-11-25,102.02
2024-12-02,101.985
2024-12-09,101.95
2024-12-16,101.91499999999999
2024-12-23,101.88
2024-12-30,101.845
2025-01-06,101.81
2025-01-13,101.775
2025-01-20,101.74
2025-01-27,101.705
2025-02-03,101.67
2025-02-10,101.635
2025-02-17,101.6
2025-02-24,101.565
2025-03-03,101.53
2025-03-10,101.495
2025-03-17,101.46
2025-03-24,101.425
2025-03-31,101.39
2025-04-07,101.47615384615385
2025-04-14,101.5623076923077
2025-04-21,101.64846153846155
2025-04-28,101.73461538461538
2025-05-05,101.82076923076923
2025-05-12,101.90692307692308
2025-05-19,101.99307692307693
2025-05-26,102.07923076923078
2025-06-02,102.16538461538462
2025-06-09,102.25153846153846
2025-06-16,102.33769230769231
2025-06-23,102.42384615384616
2025-06-30,102.51
2025-07-07,102.64666666666668
2025-07-14,102.78333333333333
2025-07-21,102.92
2025-07-28,103.05666666666667
2025-08-04,103.19333333333333
2025-08-11,103.33
2025-08-18,103.46666666666667
2025-08-25,103.60333333333332
2025-09-01,103.74
2025-09-08,103.7676923076923
2025-09-15,103.7953846153846
2025-09-22,103.82307692307691
2025-09-29,103.85076923076923
2025-10-06,103.87846153846154
2025-10-13,103.90615384615384
2025-10-20,103.93384615384615
2025-10-27,103.96153846153845
2025-11-03,103.98923076923076
2025-11-10,104.01692307692308
2025-11-17,104.04461538461538
2025-11-24,104.07230769230769
2025-12-01,104.1
2025-12-08,104.21153846153845
2025-12-15,104.32307692307691
2025-12-22,104.43461538461538
2025-12-29,104.54615384615384
2026-01-05,104.6576923076923
2026-01-12,104.76923076923076
2026-01-19,104.88076923076923
2026-01-26,104.99230769230769
2026-02-02,105.10384615384615
2026-02-09,105.21538461538461
2026-02-16,105.32692307692308
2026-02-23,105.43846153846154
2026-03-02,105.55
2026-03-09,105.66153846153846
2026-03-16,105.77307692307691
2026-03-23,105.88461538461539
2026-03-30,105.99615384615385
2026-04-06,106.1076923076923
2026-04-13,106.21923076923076
2026-04-20,106.33076923076923
2026-04-27,106.4423076923077
2026-05-04,106.55384615384615
2026-05-11,106.66538461538461
2026-05-18,106.77692307692308
2026-05-25,106.88846153846154
2026-06-01,107.0
2026-06-08,107.0
2026-06-15,107.0
2026-06-22,107.0
